language,truth_table,exact_minimum_gates,classical_lower_k_plus_1,classical_upper_k_plus_1,predicted_k_plus_1,calibrated_lower_k_plus_1,calibrated_upper_k_plus_1,covered,n4_lower_allowance,n4_upper_allowance,khrapchenko_product,decision_tree_leaf_count,mean_certificate_size,maximum_certificate_size,mean_certificate_size_output_0,mean_certificate_size_output_1,anf_terms_degree_0,fourier_negative_degree_0,anf_terms_degree_1,fourier_negative_degree_1,anf_terms_degree_2,fourier_negative_degree_2,anf_terms_degree_3,fourier_negative_degree_3,anf_terms_degree_4,fourier_negative_degree_4,exact_aon_cover_upper,classical_width,conditional_lower_k_plus_1,conditional_upper_k_plus_1,conditional_covered,conditional_lower_allowance,conditional_upper_allowance
NAND,1862247082,11,3.2666666666666666,87.0,11.775027332459011,10.121528798510266,13.306022579210412,True,1.6534985339487456,1.5309952467514023,3.2666666666666666,10.0,2.34375,5.0,2.583333333333333,2.2,0.0,0.0,2.0,2.0,2.0,4.0,3.0,2.0,1.0,4.0,,83.73333333333333,8.503190730700792,12.956315046752685,True,3.2718366017582183,1.1812877142936742
NAND,1891238143,11,3.0625,87.0,11.716300811054884,10.06280227710614,13.247296057806286,True,1.6534985339487456,1.5309952467514023,3.0625,10.0,2.3125,4.0,2.3125,2.3125,1.0,0.0,2.0,2.0,3.0,4.0,3.0,1.0,3.0,2.0,,83.9375,8.564205525029035,12.897302194135673,True,3.1520952860258493,1.1810013830807877
NAND,1945313392,11,2.8588235294117648,87.0,11.593824556910574,9.940326022961829,13.124819803661977,True,1.6534985339487456,1.5309952467514023,2.8588235294117648,10.0,2.375,3.0,2.294117647058824,2.466666666666667,0.0,1.0,2.0,2.0,3.0,7.0,4.0,4.0,3.0,4.0,,84.14117647058823,8.633550968327784,12.775570057137688,True,2.9602735885827904,1.181745500227115
NAND,1968504060,11,2.816666666666667,96.0,11.000390230313124,9.34689169636438,12.531385477064529,True,1.6534985339487456,1.5309952467514023,2.816666666666667,11.0,2.4375,3.0,3.0,2.1,0.0,0.0,2.0,3.0,2.0,6.0,5.0,2.0,3.0,1.0,,93.18333333333334,8.375532296108359,12.183365863561356,True,2.6248579342047655,1.1829756332482324
NAND,1996524170,11,3.75,69.0,12.55904161682454,10.905543082875791,14.09003686357594,True,1.6534985339487456,1.5309952467514023,3.75,8.0,2.5,3.0,2.2,3.0,0.0,1.0,1.0,2.0,3.0,5.0,2.0,2.0,2.0,2.0,,65.25,9.583396112169785,13.751885364050677,True,2.975645504654756,1.1928437472261362
NAND,1997208554,11,3.75,96.0,13.337025884445158,11.683527350496412,14.86802113119656,True,1.6534985339487456,1.5309952467514023,3.75,11.0,2.65625,4.0,3.25,2.3,0.0,0.0,2.0,2.0,3.0,7.0,5.0,2.0,2.0,1.0,,92.25,10.239156882572695,14.523925036584345,True,3.097869001872463,1.186899152139187
NAND,2071152752,11,4.0,78.0,13.469422047284084,11.815923513335338,15.000417294035486,True,1.6534985339487456,1.5309952467514023,4.0,9.0,2.8125,4.0,3.0,2.625,0.0,0.0,2.0,2.0,3.0,5.0,5.0,3.0,2.0,2.0,,74.0,10.52936791826616,14.651270992516318,True,2.9400541290179225,1.1818489452322343
NAND,2131656479,11,2.618181818181818,78.0,11.449495342202972,9.795996808254229,12.980490588954376,True,1.6534985339487456,1.5309952467514023,2.618181818181818,9.0,2.375,4.0,3.1,2.0454545454545454,1.0,0.0,1.0,1.0,5.0,5.0,6.0,0.0,1.0,1.0,,75.38181818181818,8.123466887544744,12.63410363339491,True,3.326028454658229,1.1846082911919367
NAND,2141977258,11,3.0727272727272728,96.0,12.884969744620063,11.23147121067132,14.415964991371467,True,1.6534985339487456,1.5309952467514023,3.0727272727272728,11.0,2.59375,5.0,3.2,2.3181818181818183,0.0,0.0,2.0,3.0,4.0,5.0,5.0,1.0,3.0,3.0,,92.92727272727272,9.900235460770697,14.07240908310164,True,2.9847342838493667,1.187439338481577
NAND,2228175951,11,3.2980392156862743,87.0,13.011819973808482,11.358321439859736,14.542815220559884,True,1.6534985339487456,1.5309952467514023,3.2980392156862743,10.0,2.4375,4.0,2.3529411764705883,2.533333333333333,1.0,1.0,2.0,2.0,3.0,3.0,3.0,6.0,4.0,2.0,,83.70196078431373,10.044074147498824,14.302145500032577,True,2.9677458263096574,1.2903255262240947
NAND,2270541815,11,4.16017316017316,105.0,12.944615702446413,11.291117168497667,14.475610949197817,True,1.6534985339487456,1.5309952467514023,4.16017316017316,12.0,2.625,4.0,3.363636363636364,2.238095238095238,1.0,0.0,0.0,0.0,2.0,5.0,5.0,8.0,5.0,3.0,,100.83982683982684,9.673532851563703,14.145484398340912,True,3.271082850882711,1.2008686958944985
NAND,2768623069,11,3.768627450980392,87.0,12.600264766108785,10.946766232160035,14.131260012860183,True,1.6534985339487456,1.5309952467514023,3.768627450980392,10.0,2.6875,4.0,3.0,2.411764705882353,1.0,0.0,1.0,2.0,2.0,3.0,3.0,7.0,4.0,2.0,,83.23137254901961,9.089276350568042,13.810060545694038,True,3.510988415540743,1.2097957795852534
