truth_table,mean_certificate_size,anf_terms_degree_1,khrapchenko_product,decision_tree_leaf_count,target_NAND,lower_NAND,upper_NAND,position_NAND,target_NOR,lower_NOR,upper_NOR,position_NOR,target_AND_OR_NOT,lower_AND_OR_NOT,upper_AND_OR_NOT,position_AND_OR_NOT
9745,2.5,3,4.654545454545455,8,14.0,4.654545454545455,21.75,0.60515820260569,10.0,4.654545454545455,21.75,0.3711778782238766,10.0,4.654545454545455,13.11111111111111,0.7503583373148591
9746,2.6875,2,4.654545454545455,10,17.0,4.654545454545455,26.25,0.6179751631235529,13.0,4.654545454545455,26.25,0.432750999789518,12.0,4.654545454545455,16.0,0.735576923076923
9747,2.625,2,4.266666666666667,9,14.0,4.266666666666667,24.0,0.543918918918919,12.0,4.266666666666667,24.0,0.4425675675675676,11.0,4.266666666666667,14.555555555555555,0.7516198704103673
9748,2.5625,2,4.654545454545455,8,15.0,4.654545454545455,21.75,0.6636532837011433,11.0,4.654545454545455,21.75,0.42967295931933,10.0,4.654545454545455,13.11111111111111,0.7503583373148591
9749,2.5,2,4.266666666666667,7,13.0,4.266666666666667,19.5,0.6389496717724289,9.0,4.266666666666667,19.5,0.37636761487964987,9.0,4.266666666666667,11.666666666666666,0.7747747747747749
9750,2.6875,3,5.4,9,16.0,5.4,24.0,0.6236559139784945,12.0,5.4,24.0,0.4086021505376344,12.0,5.4,14.555555555555555,0.8300970873786407
9751,2.625,1,4.063492063492063,8,13.0,4.063492063492063,21.75,0.5618128786179044,10.0,4.063492063492063,21.75,0.3921920574377384,10.0,4.063492063492063,13.11111111111111,0.7666666666666667
9752,2.9375,1,5.890909090909092,10,17.0,5.890909090909092,26.25,0.594775619557937,14.0,5.890909090909092,26.25,0.4474212993971868,13.0,5.890909090909092,16.0,0.802158273381295
9753,2.875,3,6.666666666666667,9,16.0,6.666666666666667,24.0,0.5961538461538461,13.0,6.666666666666667,24.0,0.4230769230769231,13.0,6.666666666666667,14.555555555555555,0.9295774647887324
9754,2.875,2,5.4,10,17.0,5.4,26.25,0.6043165467625898,14.0,5.4,26.25,0.46043165467625896,13.0,5.4,16.0,0.8113207547169812
9755,2.8125,2,5.142857142857143,9,16.0,5.142857142857143,24.0,0.6287878787878788,14.0,5.142857142857143,24.0,0.5227272727272727,13.0,5.142857142857143,14.555555555555555,0.9409780775716696
9756,2.8125,2,5.4,9,15.0,5.4,24.0,0.5698924731182795,14.0,5.4,24.0,0.5161290322580645,11.0,5.4,14.555555555555555,0.720873786407767
9757,2.75,2,5.142857142857143,8,13.0,5.142857142857143,21.75,0.5333333333333333,12.0,5.142857142857143,21.75,0.47311827956989244,10.0,5.142857142857143,13.11111111111111,0.7350597609561753
9758,2.8125,3,5.142857142857143,9,16.0,5.142857142857143,24.0,0.6287878787878788,14.0,5.142857142857143,24.0,0.5227272727272727,12.0,5.142857142857143,14.555555555555555,0.8347386172006747
9759,2.5,1,4.0,8,13.0,4.0,21.75,0.5633802816901409,13.0,4.0,21.75,0.5633802816901409,11.0,4.0,13.11111111111111,0.8780487804878049
9760,2.3125,0,3.0,8,12.0,3.0,21.75,0.5333333333333333,9.0,3.0,21.75,0.37333333333333335,7.0,3.0,13.11111111111111,0.4945054945054945
9761,2.5625,4,4.654545454545455,9,17.0,4.654545454545455,24.0,0.6898496240601504,11.0,4.654545454545455,24.0,0.37969924812030076,12.0,4.654545454545455,14.555555555555555,0.8428892062844315
9762,2.125,1,2.6181818181818177,6,10.0,2.6181818181818177,17.25,0.5728487107797453,8.0,2.6181818181818177,17.25,0.4361602982292638,6.0,2.6181818181818177,10.222222222222221,0.57624867162593
9763,2.25,3,3.2666666666666666,7,13.0,3.2666666666666666,19.5,0.6611909650924025,9.0,3.2666666666666666,19.5,0.41478439425051333,10.0,3.2666666666666666,11.666666666666666,0.9206349206349208
9764,2.375,1,3.5636363636363635,7,11.0,3.5636363636363635,19.5,0.5293782087849401,6.0,3.5636363636363635,19.5,0.21563034797490016,7.0,3.5636363636363635,11.666666666666666,0.5474943904263277
9765,2.5,3,4.266666666666667,8,14.0,4.266666666666667,21.75,0.6139180171591992,9.0,4.266666666666667,21.75,0.3279313632030505,10.0,4.266666666666667,13.11111111111111,0.7613065326633165
9766,2.125,2,3.2666666666666666,5,8.0,3.2666666666666666,15.0,0.4886363636363636,5.0,3.2666666666666666,15.0,0.23295454545454544,5.0,3.2666666666666666,8.777777777777779,0.4959677419354838
9767,2.25,2,3.111111111111111,6,11.0,3.111111111111111,17.25,0.6286836935166994,8.0,3.111111111111111,17.25,0.4165029469548134,8.0,3.111111111111111,10.222222222222221,0.8281250000000001
9768,2.5625,0,4.654545454545455,9,14.0,4.654545454545455,24.0,0.5347744360902256,12.0,4.654545454545455,24.0,0.431390977443609,10.0,4.654545454545455,14.555555555555555,0.6408896143644154
9769,2.875,4,6.666666666666667,11,20.0,6.666666666666667,28.5,0.6564885496183206,15.0,6.666666666666667,28.5,0.42748091603053434,15.0,6.666666666666667,17.444444444444443,0.8659793814432991
9770,2.25,1,3.2666666666666666,7,11.0,3.2666666666666666,19.5,0.5379876796714579,9.0,3.2666666666666666,19.5,0.41478439425051333,7.0,3.2666666666666666,11.666666666666666,0.5634920634920636
9771,2.4375,3,4.063492063492063,9,14.0,4.063492063492063,24.0,0.5485668789808917,12.0,4.063492063492063,24.0,0.4482484076433121,11.0,4.063492063492063,14.555555555555555,0.7564296520423601
9772,2.5,1,4.266666666666667,8,11.0,4.266666666666667,21.75,0.44232602478551,10.0,4.266666666666667,21.75,0.38512869399428024,8.0,4.266666666666667,13.11111111111111,0.5351758793969849
9773,2.6875,3,5.142857142857143,10,14.0,5.142857142857143,26.25,0.467005076142132,13.0,5.142857142857143,26.25,0.4196277495769882,12.0,5.142857142857143,16.0,0.7236842105263157
9774,2.25,2,3.111111111111111,6,8.0,3.111111111111111,17.25,0.4165029469548134,8.0,3.111111111111111,17.25,0.4165029469548134,6.0,3.111111111111111,10.222222222222221,0.546875
9775,2.1875,2,3.0625,8,8.0,3.0625,21.75,0.3177257525083612,10.0,3.0625,21.75,0.42474916387959866,8.0,3.0625,13.11111111111111,0.5908776779543884
9776,2.5,1,3.5636363636363635,8,13.0,3.5636363636363635,21.75,0.5738565358660335,9.0,3.5636363636363635,21.75,0.35391152211947013,9.0,3.5636363636363635,13.11111111111111,0.6741430385103682
9777,2.625,3,4.266666666666667,9,15.0,4.266666666666667,24.0,0.5945945945945946,10.0,4.266666666666667,24.0,0.34121621621621623,11.0,4.266666666666667,14.555555555555555,0.7516198704103673
9778,2.375,2,3.2666666666666666,8,12.0,3.2666666666666666,21.75,0.5266005410279532,9.0,3.2666666666666666,21.75,0.3642921550946799,9.0,3.2666666666666666,13.11111111111111,0.6839729119638825
9779,2.25,2,3.111111111111111,7,10.0,3.111111111111111,19.5,0.48135593220338985,9.0,3.111111111111111,19.5,0.4203389830508475,9.0,3.111111111111111,11.666666666666666,0.8051948051948052
9780,2.625,2,4.266666666666667,7,12.0,4.266666666666667,19.5,0.5733041575492341,9.0,4.266666666666667,19.5,0.37636761487964987,9.0,4.266666666666667,11.666666666666666,0.7747747747747749
9781,2.625,2,4.063492063492063,8,13.0,4.063492063492063,21.75,0.5618128786179044,9.0,4.063492063492063,21.75,0.3356517837110164,10.0,4.063492063492063,13.11111111111111,0.7666666666666667
9782,2.375,3,4.063492063492063,7,10.0,4.063492063492063,19.5,0.44935732647814913,9.0,4.063492063492063,19.5,0.38457583547557844,8.0,4.063492063492063,11.666666666666666,0.6492693110647182
9783,2.25,1,3.0625,6,10.0,3.0625,17.25,0.5594713656387665,8.0,3.0625,17.25,0.4185022026431718,7.0,3.0625,10.222222222222221,0.6896217264791465
9784,2.875,1,5.4,9,15.0,5.4,24.0,0.5698924731182795,13.0,5.4,24.0,0.4623655913978494,12.0,5.4,14.555555555555555,0.8300970873786407
9785,2.9375,3,6.34920634920635,10,17.0,6.34920634920635,26.25,0.5854436689930209,14.0,6.34920634920635,26.25,0.4346959122632103,14.0,6.34920634920635,16.0,0.8963815789473684
9786,2.5625,2,4.063492063492063,9,13.0,4.063492063492063,24.0,0.4984076433121019,12.0,4.063492063492063,24.0,0.4482484076433121,10.0,4.063492063492063,14.555555555555555,0.6611195158850227
9787,2.4375,2,4.0,8,12.0,4.0,21.75,0.5070422535211268,12.0,4.0,21.75,0.5070422535211268,10.0,4.0,13.11111111111111,0.7682926829268293
9788,2.75,2,5.142857142857143,8,12.0,5.142857142857143,21.75,0.47311827956989244,12.0,5.142857142857143,21.75,0.47311827956989244,10.0,5.142857142857143,13.11111111111111,0.7350597609561753
9789,2.8125,2,5.0625,9,14.0,5.0625,24.0,0.5247524752475248,13.0,5.0625,24.0,0.47194719471947194,11.0,5.0625,14.555555555555555,0.7307973664959766
9790,2.5,3,4.0,8,10.0,4.0,21.75,0.39436619718309857,12.0,4.0,21.75,0.5070422535211268,9.0,4.0,13.11111111111111,0.6585365853658537
9791,2.25,1,3.111111111111111,7,8.0,3.111111111111111,19.5,0.3593220338983051,11.0,3.111111111111111,19.5,0.5423728813559322,8.0,3.111111111111111,11.666666666666666,0.6883116883116883
9792,2.4375,0,4.083333333333334,8,12.0,4.083333333333334,21.75,0.5047169811320755,10.0,4.083333333333334,21.75,0.3915094339622642,9.0,4.083333333333334,13.11111111111111,0.6553846153846153
9793,2.8125,4,5.890909090909092,10,19.0,5.890909090909092,26.25,0.693011832998437,13.0,5.890909090909092,26.25,0.39830319267693676,14.0,5.890909090909092,16.0,0.9010791366906474
9794,2.625,1,4.654545454545455,9,14.0,4.654545454545455,24.0,0.5347744360902256,11.0,4.654545454545455,24.0,0.37969924812030076,11.0,4.654545454545455,14.555555555555555,0.7418894103244236
9795,2.875,3,5.4,9,16.0,5.4,24.0,0.6236559139784945,13.0,5.4,24.0,0.4623655913978494,13.0,5.4,14.555555555555555,0.9393203883495146
9796,2.375,1,3.5636363636363635,7,9.0,3.5636363636363635,19.5,0.4038790644609241,9.0,3.5636363636363635,19.5,0.4038790644609241,7.0,3.5636363636363635,11.666666666666666,0.5474943904263277
9797,2.625,3,4.266666666666667,9,13.0,4.266666666666667,24.0,0.49324324324324326,12.0,4.266666666666667,24.0,0.4425675675675676,11.0,4.266666666666667,14.555555555555555,0.7516198704103673
9798,2.5,2,4.266666666666667,8,11.0,4.266666666666667,21.75,0.44232602478551,10.0,4.266666666666667,21.75,0.38512869399428024,9.0,4.266666666666667,13.11111111111111,0.6482412060301507
9799,2.75,2,4.063492063492063,8,13.0,4.063492063492063,21.75,0.5618128786179044,12.0,4.063492063492063,21.75,0.5052726048911824,10.0,4.063492063492063,13.11111111111111,0.7666666666666667
9800,2.8125,0,5.890909090909092,10,17.0,5.890909090909092,26.25,0.594775619557937,15.0,5.890909090909092,26.25,0.49653940611743685,12.0,5.890909090909092,16.0,0.7032374100719424
9801,3.3125,4,8.066666666666666,12,21.0,8.066666666666666,30.75,0.6142542248346804,17.0,8.066666666666666,30.75,0.43791329904482,16.0,8.066666666666666,18.88888888888889,0.8254620123203286
9802,2.875,1,5.4,9,15.0,5.4,24.0,0.5698924731182795,13.0,5.4,24.0,0.4623655913978494,12.0,5.4,14.555555555555555,0.8300970873786407
9803,3.1875,3,6.34920634920635,11,18.0,6.34920634920635,28.5,0.5711214618416338,16.0,6.34920634920635,28.5,0.48083124328197774,15.0,6.34920634920635,17.444444444444443,0.8698140200286124
9804,2.625,1,4.266666666666667,9,12.0,4.266666666666667,24.0,0.4425675675675676,12.0,4.266666666666667,24.0,0.4425675675675676,9.0,4.266666666666667,14.555555555555555,0.5572354211663068
9805,3.0,3,5.142857142857143,11,15.0,5.142857142857143,28.5,0.4648318042813456,14.0,5.142857142857143,28.5,0.42201834862385323,13.0,5.142857142857143,17.444444444444443,0.7200000000000001
9806,2.75,2,4.063492063492063,8,12.0,4.063492063492063,21.75,0.5052726048911824,12.0,4.063492063492063,21.75,0.5052726048911824,10.0,4.063492063492063,13.11111111111111,0.7666666666666667
9807,2.75,2,4.0,9,10.0,4.0,24.0,0.35,14.0,4.0,24.0,0.55,10.0,4.0,14.555555555555555,0.6631578947368422
9808,2.5625,1,4.654545454545455,8,13.0,4.654545454545455,21.75,0.5466631215102365,10.0,4.654545454545455,21.75,0.3711778782238766,10.0,4.654545454545455,13.11111111111111,0.7503583373148591
9809,2.6875,3,5.4,9,16.0,5.4,24.0,0.6236559139784945,12.0,5.4,24.0,0.4086021505376344,12.0,5.4,14.555555555555555,0.8300970873786407
9810,2.8125,2,5.4,9,15.0,5.4,24.0,0.5698924731182795,13.0,5.4,24.0,0.4623655913978494,12.0,5.4,14.555555555555555,0.8300970873786407
9811,2.8125,2,5.142857142857143,9,16.0,5.142857142857143,24.0,0.6287878787878788,13.0,5.142857142857143,24.0,0.4696969696969697,13.0,5.142857142857143,14.555555555555555,0.9409780775716696
9812,2.625,2,4.266666666666667,7,12.0,4.266666666666667,19.5,0.5733041575492341,11.0,4.266666666666667,19.5,0.5076586433260394,9.0,4.266666666666667,11.666666666666666,0.7747747747747749
9813,2.375,2,4.063492063492063,7,10.0,4.063492063492063,19.5,0.44935732647814913,10.0,4.063492063492063,19.5,0.44935732647814913,9.0,4.063492063492063,11.666666666666666,0.7807933194154489
9814,2.75,3,5.142857142857143,8,14.0,5.142857142857143,21.75,0.5935483870967742,12.0,5.142857142857143,21.75,0.47311827956989244,11.0,5.142857142857143,13.11111111111111,0.8605577689243028
9815,2.5,1,4.0,8,12.0,4.0,21.75,0.5070422535211268,12.0,4.0,21.75,0.5070422535211268,11.0,4.0,13.11111111111111,0.8780487804878049
9816,3.125,1,6.666666666666667,10,16.0,6.666666666666667,26.25,0.5276595744680851,15.0,6.666666666666667,26.25,0.47659574468085103,13.0,6.666666666666667,16.0,0.7857142857142858
9817,3.1875,3,7.682539682539683,11,18.0,7.682539682539683,28.5,0.5436523065192528,17.0,7.682539682539683,28.5,0.49561570720548986,15.0,7.682539682539683,17.444444444444443,0.8520325203252034
9818,3.0625,2,6.34920634920635,9,16.0,6.34920634920635,24.0,0.6034172661870503,14.0,6.34920634920635,24.0,0.4901079136690647,12.0,6.34920634920635,14.555555555555555,0.8104448742746615
9819,3.125,2,6.25,10,18.0,6.25,26.25,0.6375,16.0,6.25,26.25,0.5375,14.0,6.25,16.0,0.8974358974358975
9820,3.0,2,5.142857142857143,9,14.0,5.142857142857143,24.0,0.5227272727272727,14.0,5.142857142857143,24.0,0.5227272727272727,11.0,5.142857142857143,14.555555555555555,0.7284991568296797
9821,2.75,2,5.0625,9,12.0,5.0625,24.0,0.41914191419141916,14.0,5.0625,24.0,0.5247524752475248,10.0,5.0625,14.555555555555555,0.6254572055596196
9822,3.0,3,5.0625,8,14.0,5.0625,21.75,0.5955056179775281,14.0,5.0625,21.75,0.5955056179775281,12.0,5.0625,13.11111111111111,0.9861949956859362
9823,2.625,1,4.063492063492063,8,10.0,4.063492063492063,21.75,0.3921920574377384,13.0,4.063492063492063,21.75,0.5618128786179044,10.0,4.063492063492063,13.11111111111111,0.7666666666666667
9824,2.5,0,4.654545454545455,9,13.0,4.654545454545455,24.0,0.4830827067669172,10.0,4.654545454545455,24.0,0.32800751879699247,8.0,4.654545454545455,14.555555555555555,0.438890022444399
9825,2.9375,4,6.666666666666667,11,20.0,6.666666666666667,28.5,0.6564885496183206,14.0,6.666666666666667,28.5,0.38167938931297707,13.0,6.666666666666667,17.444444444444443,0.6804123711340208
9826,2.375,1,4.266666666666667,7,11.0,4.266666666666667,19.5,0.5076586433260394,9.0,4.266666666666667,19.5,0.37636761487964987,8.0,4.266666666666667,11.666666666666666,0.6396396396396397
9827,2.625,3,5.142857142857143,9,16.0,5.142857142857143,24.0,0.6287878787878788,12.0,5.142857142857143,24.0,0.41666666666666663,12.0,5.142857142857143,14.555555555555555,0.8347386172006747
9828,2.5,1,4.266666666666667,8,11.0,4.266666666666667,21.75,0.44232602478551,9.0,4.266666666666667,21.75,0.3279313632030505,8.0,4.266666666666667,13.11111111111111,0.5351758793969849
9829,2.75,3,5.142857142857143,10,14.0,5.142857142857143,26.25,0.467005076142132,12.0,5.142857142857143,26.25,0.3722504230118443,12.0,5.142857142857143,16.0,0.7236842105263157
9830,2.25,2,4.063492063492063,6,8.0,4.063492063492063,17.25,0.3743605176045742,8.0,4.063492063492063,17.25,0.3743605176045742,6.0,4.063492063492063,10.222222222222221,0.4768041237113403
9831,2.5,2,4.0,8,11.0,4.0,21.75,0.4507042253521127,11.0,4.0,21.75,0.4507042253521127,9.0,4.0,13.11111111111111,0.6585365853658537
9832,2.9375,0,6.666666666666667,11,18.0,6.666666666666667,28.5,0.564885496183206,15.0,6.666666666666667,28.5,0.42748091603053434,12.0,6.666666666666667,17.444444444444443,0.5876288659793816
9833,3.375,4,9.142857142857142,13,22.0,9.142857142857142,33.0,0.5808383233532934,17.0,9.142857142857142,33.0,0.37125748502994016,16.0,9.142857142857142,20.333333333333332,0.7021276595744682
9834,2.625,1,5.142857142857143,9,14.0,5.142857142857143,24.0,0.5227272727272727,13.0,5.142857142857143,24.0,0.4696969696969697,10.0,5.142857142857143,14.555555555555555,0.6222596964586847
9835,2.9375,3,6.25,11,18.0,6.25,28.5,0.5730337078651685,16.0,6.25,28.5,0.48314606741573035,14.0,6.25,17.444444444444443,0.7816377171215882
9836,2.75,1,5.142857142857143,10,13.0,5.142857142857143,26.25,0.4196277495769882,13.0,5.142857142857143,26.25,0.4196277495769882,10.0,5.142857142857143,16.0,0.5394736842105262
9837,3.0625,3,6.25,12,17.0,6.25,30.75,0.47959183673469385,16.0,6.25,30.75,0.4387755102040816,14.0,6.25,18.88888888888889,0.6923076923076923
9838,2.5,2,4.0,8,11.0,4.0,21.75,0.4507042253521127,11.0,4.0,21.75,0.4507042253521127,8.0,4.0,13.11111111111111,0.5487804878048781
9839,2.5625,2,4.063492063492063,10,10.0,4.063492063492063,26.25,0.312645322840279,13.0,4.063492063492063,26.25,0.44786263637989626,9.0,4.063492063492063,16.0,0.4973404255319149
9840,2.625,1,4.266666666666667,9,12.0,4.266666666666667,24.0,0.4425675675675676,9.0,4.266666666666667,24.0,0.2905405405405405,10.0,4.266666666666667,14.555555555555555,0.654427645788337
9841,2.8125,3,5.142857142857143,10,16.0,5.142857142857143,26.25,0.5617597292724197,12.0,5.142857142857143,26.25,0.3722504230118443,12.0,5.142857142857143,16.0,0.7236842105263157
9842,2.5625,2,4.063492063492063,7,12.0,4.063492063492063,19.5,0.5789203084832905,11.0,4.063492063492063,19.5,0.5141388174807198,9.0,4.063492063492063,11.666666666666666,0.7807933194154489
9843,2.4375,2,4.0,8,13.0,4.0,21.75,0.5633802816901409,11.0,4.0,21.75,0.4507042253521127,11.0,4.0,13.11111111111111,0.8780487804878049
9844,2.75,2,4.063492063492063,8,12.0,4.063492063492063,21.75,0.5052726048911824,11.0,4.063492063492063,21.75,0.44873233116446043,9.0,4.063492063492063,13.11111111111111,0.656140350877193
9845,2.5,2,4.0,8,11.0,4.0,21.75,0.4507042253521127,11.0,4.0,21.75,0.4507042253521127,10.0,4.0,13.11111111111111,0.7682926829268293
9846,2.5,3,4.0,6,10.0,4.0,17.25,0.5283018867924528,10.0,4.0,17.25,0.5283018867924528,8.0,4.0,10.222222222222221,0.8035714285714287
9847,2.25,1,3.111111111111111,6,8.0,3.111111111111111,17.25,0.4165029469548134,10.0,3.111111111111111,17.25,0.5579567779960707,8.0,3.111111111111111,10.222222222222221,0.8281250000000001
9848,3.125,1,6.34920634920635,11,15.0,6.34920634920635,28.5,0.4356861340021497,15.0,6.34920634920635,28.5,0.4356861340021497,13.0,6.34920634920635,17.444444444444443,0.6895565092989987
9849,3.25,3,7.5625,12,19.0,7.5625,30.75,0.5363881401617251,18.0,7.5625,30.75,0.49326145552560646,16.0,7.5625,18.88888888888889,0.8332311465358675
9850,2.8125,2,5.0625,9,14.0,5.0625,24.0,0.5247524752475248,14.0,5.0625,24.0,0.5247524752475248,11.0,5.0625,14.555555555555555,0.7307973664959766
9851,2.75,2,5.142857142857143,10,14.0,5.142857142857143,26.25,0.467005076142132,16.0,5.142857142857143,26.25,0.5617597292724197,13.0,5.142857142857143,16.0,0.8157894736842105
9852,3.0,2,5.0625,10,12.0,5.0625,26.25,0.3746312684365782,14.0,5.0625,26.25,0.4690265486725664,11.0,5.0625,16.0,0.6342857142857142
9853,2.8125,2,5.142857142857143,10,13.0,5.142857142857143,26.25,0.4196277495769882,15.0,5.142857142857143,26.25,0.5143824027072759,11.0,5.142857142857143,16.0,0.631578947368421
9854,2.75,3,4.063492063492063,8,12.0,4.063492063492063,21.75,0.5052726048911824,14.0,4.063492063492063,21.75,0.6183531523446264,10.0,4.063492063492063,13.11111111111111,0.7666666666666667
9855,2.4375,1,3.2666666666666666,8,10.0,3.2666666666666666,21.75,0.41839495040577096,13.0,3.2666666666666666,21.75,0.5807033363390443,9.0,3.2666666666666666,13.11111111111111,0.6839729119638825
9856,2.5,0,4.083333333333334,9,13.0,4.083333333333334,24.0,0.497907949790795,13.0,4.083333333333334,24.0,0.497907949790795,10.0,4.083333333333334,14.555555555555555,0.6604774535809018
9857,2.9375,4,5.890909090909092,10,18.0,5.890909090909092,26.25,0.643893726278187,14.0,5.890909090909092,26.25,0.4474212993971868,14.0,5.890909090909092,16.0,0.9010791366906474
9858,2.6875,1,4.654545454545455,10,15.0,4.654545454545455,26.25,0.5253630814565354,14.0,4.654545454545455,26.25,0.4790570406230267,12.0,4.654545454545455,16.0,0.735576923076923
9859,2.875,3,5.4,10,16.0,5.4,26.25,0.5563549160671463,14.0,5.4,26.25,0.46043165467625896,14.0,5.4,16.0,0.9056603773584906
9860,2.5625,1,4.654545454545455,8,13.0,4.654545454545455,21.75,0.5466631215102365,12.0,4.654545454545455,21.75,0.48816804041478323,10.0,4.654545454545455,13.11111111111111,0.7503583373148591
9861,2.8125,3,5.4,9,15.0,5.4,24.0,0.5698924731182795,13.0,5.4,24.0,0.4623655913978494,12.0,5.4,14.555555555555555,0.8300970873786407
9862,2.6875,2,5.4,9,15.0,5.4,24.0,0.5698924731182795,14.0,5.4,24.0,0.5161290322580645,12.0,5.4,14.555555555555555,0.8300970873786407
9863,2.8125,2,5.142857142857143,9,15.0,5.142857142857143,24.0,0.5757575757575758,14.0,5.142857142857143,24.0,0.5227272727272727,13.0,5.142857142857143,14.555555555555555,0.9409780775716696
9864,2.5,0,4.654545454545455,8,13.0,4.654545454545455,21.75,0.5466631215102365,11.0,4.654545454545455,21.75,0.42967295931933,9.0,4.654545454545455,13.11111111111111,0.6321070234113713
9865,2.875,4,6.666666666666667,9,17.0,6.666666666666667,24.0,0.6538461538461539,13.0,6.666666666666667,24.0,0.4230769230769231,13.0,6.666666666666667,14.555555555555555,0.9295774647887324
9866,2.625,1,4.266666666666667,9,14.0,4.266666666666667,24.0,0.543918918918919,12.0,4.266666666666667,24.0,0.4425675675675676,11.0,4.266666666666667,14.555555555555555,0.7516198704103673
9867,2.8125,3,5.142857142857143,9,15.0,5.142857142857143,24.0,0.5757575757575758,13.0,5.142857142857143,24.0,0.4696969696969697,13.0,5.142857142857143,14.555555555555555,0.9409780775716696
9868,2.5,1,4.266666666666667,7,11.0,4.266666666666667,19.5,0.5076586433260394,10.0,4.266666666666667,19.5,0.4420131291028446,9.0,4.266666666666667,11.666666666666666,0.7747747747747749
9869,2.75,3,5.142857142857143,8,14.0,5.142857142857143,21.75,0.5935483870967742,12.0,5.142857142857143,21.75,0.47311827956989244,11.0,5.142857142857143,13.11111111111111,0.8605577689243028
9870,2.625,2,4.063492063492063,8,13.0,4.063492063492063,21.75,0.5618128786179044,12.0,4.063492063492063,21.75,0.5052726048911824,10.0,4.063492063492063,13.11111111111111,0.7666666666666667
9871,2.5,2,4.0,8,11.0,4.0,21.75,0.4507042253521127,13.0,4.0,21.75,0.5633802816901409,11.0,4.0,13.11111111111111,0.8780487804878049
9872,2.9375,1,5.890909090909092,10,17.0,5.890909090909092,26.25,0.594775619557937,14.0,5.890909090909092,26.25,0.4474212993971868,14.0,5.890909090909092,16.0,0.9010791366906474
9873,3.125,3,6.666666666666667,10,16.0,6.666666666666667,26.25,0.5276595744680851,14.0,6.666666666666667,26.25,0.42553191489361697,14.0,6.666666666666667,16.0,0.8928571428571428
9874,3.25,2,6.666666666666667,12,19.0,6.666666666666667,30.75,0.5536332179930795,17.0,6.666666666666667,30.75,0.47058823529411764,15.0,6.666666666666667,18.88888888888889,0.7636363636363636
9875,3.1875,2,6.34920634920635,11,16.0,6.34920634920635,28.5,0.48083124328197774,17.0,6.34920634920635,28.5,0.5259763525618057,15.0,6.34920634920635,17.444444444444443,0.8698140200286124
9876,3.125,2,6.666666666666667,10,16.0,6.666666666666667,26.25,0.5276595744680851,15.0,6.666666666666667,26.25,0.47659574468085103,13.0,6.666666666666667,16.0,0.7857142857142858
9877,3.0625,2,6.34920634920635,9,15.0,6.34920634920635,24.0,0.5467625899280575,14.0,6.34920634920635,24.0,0.4901079136690647,13.0,6.34920634920635,14.555555555555555,0.9323017408123792
9878,3.1875,3,7.682539682539683,11,18.0,7.682539682539683,28.5,0.5436523065192528,17.0,7.682539682539683,28.5,0.49561570720548986,14.0,7.682539682539683,17.444444444444443,0.7495934959349595
9879,3.125,1,6.25,10,16.0,6.25,26.25,0.5375,18.0,6.25,26.25,0.6375,14.0,6.25,16.0,0.8974358974358975
9880,3.125,1,6.666666666666667,10,16.0,6.666666666666667,26.25,0.5276595744680851,14.0,6.666666666666667,26.25,0.42553191489361697,13.0,6.666666666666667,16.0,0.7857142857142858
9881,3.0625,3,7.682539682539683,9,16.0,7.682539682539683,24.0,0.5710116731517509,13.0,7.682539682539683,24.0,0.38715953307393,13.0,7.682539682539683,14.555555555555555,0.9191685912240185
9882,3.1875,2,6.34920634920635,11,18.0,6.34920634920635,28.5,0.5711214618416338,17.0,6.34920634920635,28.5,0.5259763525618057,15.0,6.34920634920635,17.444444444444443,0.8698140200286124
9883,3.125,2,6.25,10,16.0,6.25,26.25,0.5375,16.0,6.25,26.25,0.5375,14.0,6.25,16.0,0.8974358974358975
9884,3.0625,2,6.34920634920635,9,16.0,6.34920634920635,24.0,0.6034172661870503,14.0,6.34920634920635,24.0,0.4901079136690647,12.0,6.34920634920635,14.555555555555555,0.8104448742746615
9885,3.0,2,6.25,8,14.0,6.25,21.75,0.5645161290322581,14.0,6.25,21.75,0.5645161290322581,12.0,6.25,13.11111111111111,0.9838056680161944
9886,3.125,3,6.25,10,17.0,6.25,26.25,0.5875,16.0,6.25,26.25,0.5375,14.0,6.25,16.0,0.8974358974358975
9887,2.8125,1,5.142857142857143,9,14.0,5.142857142857143,24.0,0.5227272727272727,16.0,5.142857142857143,24.0,0.6287878787878788,13.0,5.142857142857143,14.555555555555555,0.9409780775716696
9888,2.5,0,3.5636363636363635,8,13.0,3.5636363636363635,21.75,0.5738565358660335,10.0,3.5636363636363635,21.75,0.40889777555611095,9.0,3.5636363636363635,13.11111111111111,0.6741430385103682
9889,2.875,4,5.4,9,17.0,5.4,24.0,0.6774193548387096,14.0,5.4,24.0,0.5161290322580645,13.0,5.4,14.555555555555555,0.9393203883495146
9890,2.375,1,3.2666666666666666,8,11.0,3.2666666666666666,21.75,0.47249774571686204,10.0,3.2666666666666666,21.75,0.41839495040577096,9.0,3.2666666666666666,13.11111111111111,0.6839729119638825
9891,2.5625,3,4.063492063492063,9,13.0,4.063492063492063,24.0,0.4984076433121019,12.0,4.063492063492063,24.0,0.4482484076433121,12.0,4.063492063492063,14.555555555555555,0.8517397881996974
9892,2.625,1,4.266666666666667,7,11.0,4.266666666666667,19.5,0.5076586433260394,10.0,4.266666666666667,19.5,0.4420131291028446,9.0,4.266666666666667,11.666666666666666,0.7747747747747749
