truth_table,bias,influence_0,influence_1,influence_2,influence_3,fourier_energy_degree_0,fourier_energy_degree_1,fourier_energy_degree_2,fourier_energy_degree_3,fourier_energy_degree_4,algebraic_degree,input_symmetries,anf_terms_degree_0,fourier_l1_degree_0,fourier_negative_degree_0,fourier_zero_degree_0,anf_terms_degree_1,fourier_l1_degree_1,fourier_negative_degree_1,fourier_zero_degree_1,anf_terms_degree_2,fourier_l1_degree_2,fourier_negative_degree_2,fourier_zero_degree_2,anf_terms_degree_3,fourier_l1_degree_3,fourier_negative_degree_3,fourier_zero_degree_3,anf_terms_degree_4,fourier_l1_degree_4,fourier_negative_degree_4,fourier_zero_degree_4,sensitivity_variance,maximum_local_sensitivity,zero_conditional_sensitivity,one_conditional_sensitivity,khrapchenko_product,order_2_derivative_std,order_2_derivative_max,order_3_derivative_std,order_3_derivative_max,mean_certificate_size,maximum_certificate_size,mean_certificate_size_output_0,mean_certificate_size_output_1,constant_faces_codimension_1,constant_faces_codimension_2,constant_faces_codimension_3,decision_tree_depth,decision_tree_leaf_count,and_factorable_partitions,or_factorable_partitions,xor_factorable_partitions,prime_0_count,prime_0_mean_literals,prime_0_minimum_literals,prime_1_count,prime_1_mean_literals,prime_1_minimum_literals,one_region_components,zero_region_components,total_monochromatic_components,maximum_absolute_walsh,fourier_entropy,canalizing_variable_count,cofactor_orbit_diversity,target_NAND,target_NOR,target_AND_OR_NOT
9579,0,8,8,12,12,0,48,48,144,16,3,1,1,0,0,1,2,12,0,1,4,12,2,3,3,20,1,1,0,4,0,0,0.75,4,2.5,2.5,6.25,0.144337567297,0.75,0.108253175473,0.5,3.125,4,3.125,3.125,0,0,12,4,10,0,0,0,7,3.142857142857143,3,7,3.142857142857143,3,2,2,4,8,3.0,0,8,18,16,14
9580,-2,6,10,10,10,4,16,152,80,4,4,2,0,2,1,0,2,8,1,0,4,28,5,0,1,16,3,0,1,2,0,0,0.4375,3,2.0,2.5714285714285716,5.142857142857143,0.093169499062,0.625,0.108253175473,0.625,3.0,3,3.0,3.0,0,0,14,4,9,0,0,0,9,3.0,3,5,3.0,3,2,1,3,6,3.325375780033049,0,6,14,14,11
9581,0,4,8,12,12,0,48,112,80,16,3,2,1,0,0,1,2,12,0,1,2,20,3,2,3,12,1,2,0,4,0,0,0.6875,3,2.25,2.25,5.0625,0.171796067734,0.75,0.0,0.5,2.75,3,3.0,2.5,0,1,14,4,9,0,0,0,7,3.0,3,4,2.75,2,2,1,3,8,3.0,0,6,12,14,10
9582,0,8,8,8,12,0,32,128,96,0,3,1,0,0,0,1,3,8,0,2,3,24,4,1,2,16,2,1,0,0,0,1,0.4375,3,2.25,2.25,5.0625,0.117851130198,0.75,0.207289049397,0.75,3.0,3,3.0,3.0,0,0,14,3,8,0,0,0,7,3.0,3,7,3.0,3,1,1,2,8,3.0,0,8,14,14,12
9583,2,6,6,10,10,4,80,88,80,4,4,1,1,2,0,0,1,16,0,0,3,20,4,0,2,16,2,0,1,2,0,0,0.75,3,2.2857142857142856,1.7777777777777777,4.063492063492063,0.117851130198,0.625,0.125,0.625,2.625,3,3.0,2.3333333333333335,0,2,16,4,8,0,0,0,6,3.0,3,5,2.6,2,1,1,2,6,3.325375780033049,0,8,10,13,10
9584,-4,4,8,8,12,16,48,112,80,0,3,1,0,4,1,0,2,12,1,1,1,20,3,2,1,12,1,2,0,0,0,1,0.75,3,1.6,2.6666666666666665,4.266666666666667,0.171796067734,0.75,0.108253175473,0.5,2.5,3,2.2,3.0,0,3,16,3,7,0,0,0,5,2.4,2,4,3.0,3,2,1,3,8,3.0,0,7,12,10,9
9585,-2,6,6,10,10,4,80,88,80,4,4,1,1,2,1,0,2,16,1,0,5,20,3,0,3,16,1,0,1,2,0,0,0.75,3,1.7777777777777777,2.2857142857142856,4.063492063492063,0.117851130198,0.625,0.125,0.625,2.625,3,2.3333333333333335,3.0,0,2,16,4,8,0,0,0,5,2.6,2,6,3.0,3,1,1,2,6,3.325375780033049,0,8,14,11,11
9586,-2,6,10,10,10,4,48,88,112,4,4,1,0,2,1,0,3,12,1,0,2,20,4,0,2,16,2,0,1,2,1,0,0.6875,3,2.0,2.5714285714285716,5.142857142857143,0.276385399196,0.875,0.108253175473,0.625,2.75,3,2.5555555555555554,3.0,0,1,14,4,8,0,0,0,6,2.8333333333333335,2,5,3.0,3,2,1,3,10,2.848681565885773,0,8,14,12,11
9587,0,8,8,8,8,0,96,64,96,0,3,1,1,0,0,1,1,16,0,1,4,16,2,2,2,16,1,1,0,0,0,1,0.75,3,2.0,2.0,4.0,0.224381866964,0.75,0.0,0.5,2.5,3,2.5,2.5,0,2,16,3,8,0,0,0,5,2.8,2,5,2.8,2,1,1,2,8,3.0,0,7,12,12,11
9588,-2,6,6,10,10,4,48,152,48,4,4,1,0,2,1,0,3,12,1,0,4,28,4,0,2,12,3,0,1,2,1,0,0.5,3,1.7777777777777777,2.2857142857142856,4.063492063492063,0.093169499062,0.625,0.125,0.625,2.625,3,2.3333333333333335,3.0,0,2,16,4,8,0,0,0,5,2.6,2,6,3.0,3,1,1,2,6,3.325375780033049,0,8,14,11,10
9589,0,4,4,8,12,0,96,128,32,0,3,1,1,0,0,1,1,16,0,1,2,24,3,1,2,8,1,2,0,0,0,1,0.4375,3,1.75,1.75,3.0625,0.117851130198,0.75,0.108253175473,0.75,2.25,3,2.25,2.25,0,4,18,3,6,0,0,0,4,2.5,2,4,2.5,2,1,1,2,8,3.0,0,8,8,10,7
9590,0,8,8,8,12,0,48,112,80,16,3,1,0,0,0,1,4,12,0,1,3,20,3,2,3,12,2,2,0,4,1,0,0.6875,4,2.25,2.25,5.0625,0.171796067734,0.75,0.176776695297,0.75,2.8125,4,2.625,3.0,0,1,14,4,9,0,0,0,5,3.0,2,7,3.0,3,1,2,3,8,3.0,0,7,16,13,12
9591,2,6,6,6,10,4,112,88,48,4,4,1,1,2,0,0,0,20,0,0,3,20,3,0,1,12,2,0,1,2,1,0,0.6875,3,2.0,1.5555555555555556,3.111111111111111,0.117851130198,0.625,0.108253175473,0.625,2.25,3,2.4285714285714284,2.111111111111111,0,4,18,4,7,0,0,0,4,2.75,2,4,2.25,2,1,1,2,6,3.325375780033049,0,7,8,11,8
9592,-2,6,10,10,14,4,16,88,144,4,4,1,0,2,1,0,2,8,1,0,2,20,5,0,1,20,2,0,1,2,0,0,0.5,4,2.2222222222222223,2.857142857142857,6.34920634920635,0.186338998125,0.875,0.176776695297,0.625,3.0625,4,3.0,3.142857142857143,0,0,12,4,9,0,0,0,8,3.0,3,5,3.2,3,3,1,4,10,2.848681565885773,0,8,16,14,12
9593,0,8,8,12,12,0,48,48,144,16,3,1,1,0,0,1,2,12,0,1,4,12,2,3,3,20,1,1,0,4,0,0,0.75,4,2.5,2.5,6.25,0.144337567297,0.75,0.108253175473,0.5,3.125,4,3.125,3.125,0,0,12,4,10,0,0,0,7,3.142857142857143,3,7,3.142857142857143,3,2,2,4,8,3.0,0,8,18,16,14
9594,0,4,12,12,12,0,32,64,160,0,3,2,0,0,0,1,3,8,0,2,1,16,4,2,2,16,1,2,0,0,0,1,0.5,3,2.5,2.5,6.25,0.303337912053,1.0,0.216506350946,0.75,3.0,3,3.0,3.0,0,0,12,3,8,0,0,0,6,3.0,3,6,3.0,3,2,2,4,12,2.216917186688699,0,6,14,15,12
9595,2,6,10,10,10,4,80,24,144,4,4,2,1,2,0,0,1,16,0,0,5,12,4,0,2,20,1,0,1,2,0,0,0.9375,4,2.5714285714285716,2.0,5.142857142857143,0.239356776939,0.875,0.108253175473,0.625,2.8125,4,3.142857142857143,2.5555555555555554,0,1,14,4,9,0,0,0,6,3.1666666666666665,3,6,2.8333333333333335,2,1,2,3,10,2.848681565885773,0,6,14,16,13
9596,0,8,8,8,12,0,32,128,96,0,3,1,0,0,0,1,3,8,0,2,3,24,4,1,2,16,2,1,0,0,0,1,0.4375,3,2.25,2.25,5.0625,0.117851130198,0.75,0.207289049397,0.75,3.0,3,3.0,3.0,0,0,14,3,8,0,0,0,7,3.0,3,7,3.0,3,1,1,2,8,3.0,0,8,14,14,12
9597,2,6,6,10,10,4,80,88,80,4,4,1,1,2,0,0,1,16,0,0,3,20,4,0,2,16,2,0,1,2,0,0,0.75,3,2.2857142857142856,1.7777777777777777,4.063492063492063,0.117851130198,0.625,0.125,0.625,2.625,3,3.0,2.3333333333333335,0,2,16,4,8,0,0,0,6,3.0,3,5,2.6,2,1,1,2,6,3.325375780033049,0,8,10,13,10
9598,2,6,10,10,10,4,48,88,112,4,4,2,0,2,0,0,4,12,0,0,4,20,5,0,3,16,3,0,1,2,1,0,0.6875,4,2.5714285714285716,2.0,5.142857142857143,0.186338998125,0.875,0.272431183971,0.875,3.0625,4,3.142857142857143,3.0,0,0,14,4,9,0,0,0,6,3.1666666666666665,3,9,3.0,3,1,2,3,10,2.848681565885773,0,6,16,15,13
9599,4,4,8,8,8,16,112,48,80,0,3,2,1,4,0,0,0,20,0,0,2,12,2,3,1,12,1,2,0,0,0,1,0.9375,3,2.3333333333333335,1.4,3.2666666666666666,0.144337567297,0.75,0.176776695297,0.75,2.4375,3,3.0,2.1,0,4,18,3,7,0,0,0,5,3.0,3,5,2.2,2,1,1,2,8,3.0,0,6,8,14,9
9600,-8,4,8,8,8,64,16,112,48,16,3,2,0,8,1,0,1,4,1,3,2,20,3,2,1,12,1,1,0,4,1,0,1.4375,4,1.1666666666666667,3.5,4.083333333333334,0.117851130198,0.5,0.125,0.5,2.4375,4,2.0833333333333335,3.5,0,5,18,4,8,0,0,0,7,2.2857142857142856,2,3,3.6666666666666665,3,3,1,4,8,3.0,0,6,12,13,10
9601,-6,6,6,10,10,36,16,120,80,4,4,2,1,6,1,0,3,8,1,0,4,20,3,0,3,16,1,0,1,2,1,0,1.0,4,1.4545454545454546,3.2,4.654545454545455,0.190940653956,0.625,0.25,0.625,2.625,4,2.272727272727273,3.4,0,2,16,4,9,0,0,0,8,2.75,2,4,3.5,3,3,1,4,10,2.848681565885773,0,6,14,14,12
9602,-6,6,10,10,10,36,16,88,80,36,4,1,0,6,1,0,2,8,2,0,3,20,4,0,2,16,2,0,1,6,1,0,1.4375,4,1.6363636363636365,3.6,5.8909090909090915,0.093169499062,0.625,0.108253175473,0.625,2.8125,4,2.4545454545454546,3.6,0,2,14,4,10,0,0,0,8,2.75,2,4,3.75,3,4,1,5,6,3.325375780033049,0,8,17,15,13
9603,-4,8,8,8,12,16,32,96,96,16,3,1,1,4,1,0,2,8,0,2,3,16,1,3,2,16,1,1,0,4,1,0,0.9375,4,1.8,3.0,5.4,0.144337567297,0.75,0.207289049397,0.75,2.875,4,2.6,3.3333333333333335,0,1,14,4,9,0,0,0,8,2.875,2,5,3.4,3,3,1,4,8,3.0,0,8,16,14,13
9604,-6,6,6,10,10,36,16,152,16,36,4,4,0,6,1,0,2,8,2,0,5,24,5,0,2,8,2,0,1,6,1,0,1.25,4,1.4545454545454546,3.2,4.654545454545455,0.235702260396,0.625,0.125,0.625,2.5,4,2.090909090909091,3.4,0,3,16,4,9,0,0,0,5,2.4,2,4,3.5,3,3,1,4,10,2.848681565885773,0,4,14,11,9
9605,-4,4,4,12,12,16,32,160,32,16,3,4,1,4,1,0,2,8,0,2,1,16,1,4,2,8,0,2,0,4,1,0,0.75,4,1.6,2.6666666666666665,4.266666666666667,0.303337912053,0.75,0.25,0.75,2.375,4,2.2,2.6666666666666665,0,3,16,4,7,0,0,0,6,2.6666666666666665,2,3,3.3333333333333335,2,3,1,4,12,2.216917186688699,0,4,11,12,9
9606,-4,8,8,12,12,16,16,112,48,64,3,2,0,4,1,0,3,4,0,3,4,20,3,2,3,12,2,1,0,8,1,0,1.25,4,2.0,3.3333333333333335,6.666666666666667,0.117851130198,0.5,0.108253175473,0.75,2.9375,4,2.6,3.5,0,1,12,4,11,0,0,0,7,2.857142857142857,2,5,3.6,3,4,1,5,8,3.0,0,6,19,15,14
9607,-2,6,6,10,14,4,48,120,48,36,4,2,1,2,1,0,1,12,0,0,2,20,3,0,1,12,2,0,1,6,1,0,0.9375,4,2.0,2.5714285714285716,5.142857142857143,0.190940653956,0.625,0.207289049397,0.875,2.625,4,2.5555555555555554,2.7142857142857144,0,2,14,4,9,0,0,0,6,2.8333333333333335,2,4,3.25,2,3,1,4,10,2.848681565885773,0,6,14,14,11
9608,-6,6,6,10,10,36,16,120,80,4,4,1,0,6,1,0,1,8,3,0,3,24,4,0,1,16,1,0,1,2,1,0,1.0,4,1.4545454545454546,3.2,4.654545454545455,0.125,0.625,0.0,0.375,2.5625,4,2.272727272727273,3.2,0,3,16,4,8,0,0,0,7,2.5714285714285716,2,3,3.3333333333333335,3,3,1,4,6,3.325375780033049,0,7,13,12,10
9609,-4,8,8,8,12,16,16,112,112,0,3,1,1,4,1,0,3,4,0,3,3,20,2,2,3,20,1,0,0,0,0,1,0.6875,4,1.8,3.0,5.4,0.171796067734,0.75,0.125,0.5,2.8125,4,2.6,3.1666666666666665,0,1,14,4,9,0,0,0,8,2.875,2,4,3.25,3,3,1,4,8,3.0,0,8,15,13,12
9610,-4,4,8,12,12,16,32,96,96,16,3,1,0,4,1,0,2,8,1,2,2,16,2,3,2,16,1,1,0,4,1,0,0.9375,4,1.8,3.0,5.4,0.144337567297,0.75,0.108253175473,0.5,2.6875,4,2.4,3.1666666666666665,0,2,14,4,9,0,0,0,6,2.6666666666666665,2,4,3.25,3,3,1,4,8,3.0,0,8,15,14,12
9611,-2,6,10,10,10,4,48,88,112,4,4,1,1,2,1,0,2,12,1,0,4,20,2,0,2,20,1,0,1,2,1,0,0.6875,4,2.0,2.5714285714285716,5.142857142857143,0.117851130198,0.625,0.108253175473,0.625,2.8125,4,2.5555555555555554,3.142857142857143,0,1,14,4,9,0,0,0,6,2.8333333333333335,2,6,3.1666666666666665,3,2,1,3,6,3.325375780033049,0,8,15,14,13
9612,-4,8,8,8,8,16,32,160,32,16,3,1,0,4,1,0,2,8,1,2,4,24,3,2,2,8,1,2,0,4,1,0,0.75,4,1.6,2.6666666666666665,4.266666666666667,0.224381866964,0.75,0.0,0.5,2.625,4,2.3,3.1666666666666665,0,2,16,4,9,0,0,0,6,2.6666666666666665,2,5,3.2,3,2,1,3,8,3.0,0,8,13,10,10
9613,-2,6,6,10,10,4,48,152,48,4,4,1,1,2,1,0,2,12,1,0,2,24,3,0,2,12,1,0,1,2,1,0,0.5,4,1.7777777777777777,2.2857142857142856,4.063492063492063,0.266796843226,0.875,0.125,0.625,2.5625,4,2.5555555555555554,2.5714285714285716,0,2,16,4,7,0,0,0,7,2.857142857142857,2,4,3.0,2,2,1,3,10,2.848681565885773,0,8,11,11,9
9614,-2,6,10,10,10,4,48,120,48,36,4,1,0,2,1,0,3,12,2,0,5,24,4,0,3,12,2,0,1,6,1,0,0.9375,4,2.0,2.5714285714285716,5.142857142857143,0.125,0.625,0.108253175473,0.625,2.8125,4,2.5555555555555554,3.142857142857143,0,1,14,4,10,0,0,0,6,2.8333333333333335,2,6,3.1666666666666665,3,2,1,3,6,3.325375780033049,0,8,16,14,13
9615,0,4,8,8,12,0,80,112,48,16,3,1,1,0,0,1,1,12,0,2,1,20,2,2,1,12,1,1,0,4,1,0,0.75,4,2.0,2.0,4.0,0.171796067734,0.75,0.108253175473,0.75,2.4375,4,2.5,2.375,0,3,16,4,8,0,0,0,5,2.8,2,4,2.75,2,2,1,3,8,3.0,0,8,11,13,10
9616,-6,6,10,10,10,36,16,88,80,36,4,1,0,6,1,0,2,8,2,0,3,20,4,0,2,16,2,0,1,6,1,0,1.4375,4,1.6363636363636365,3.6,5.8909090909090915,0.093169499062,0.625,0.108253175473,0.625,2.8125,4,2.4545454545454546,3.6,0,2,14,4,10,0,0,0,8,2.75,2,4,3.75,3,4,1,5,6,3.325375780033049,0,8,17,15,13
9617,-4,8,8,8,12,16,32,96,96,16,3,1,1,4,1,0,2,8,0,2,3,16,1,3,2,16,1,1,0,4,1,0,0.9375,4,1.8,3.0,5.4,0.144337567297,0.75,0.207289049397,0.75,2.875,4,2.6,3.3333333333333335,0,1,14,4,9,0,0,0,8,2.875,2,5,3.4,3,3,1,4,8,3.0,0,8,16,14,13
9618,-4,8,12,12,12,16,16,48,112,64,3,2,0,4,1,0,3,4,0,3,2,12,2,3,3,20,2,0,0,8,1,0,1.1875,4,2.2,3.6666666666666665,8.066666666666666,0.125,0.5,0.0,0.5,3.3125,4,3.1,3.6666666666666665,0,0,10,4,12,0,0,0,10,3.1,3,5,3.8,3,5,2,7,8,3.0,0,6,21,18,16
