truth_table,khrapchenko_product,decision_tree_leaf_count,mean_certificate_size,maximum_certificate_size,mean_certificate_size_output_0,mean_certificate_size_output_1,anf_terms_degree_0,fourier_negative_degree_0,anf_terms_degree_1,fourier_negative_degree_1,anf_terms_degree_2,fourier_negative_degree_2,anf_terms_degree_3,fourier_negative_degree_3,anf_terms_degree_4,fourier_negative_degree_4,exact_aon_cover_upper,exact_minimum_gates,classical_lower_k_plus_1,classical_upper_k_plus_1,predicted_k_plus_1,classical_width,and_factorable_partitions,or_factorable_partitions,canalizing_variable_count,restriction_upper_k_plus_1,factor_upper_k_plus_1,construction_upper_k_plus_1,prime_cover_slack,cohort,baseline_lower_k_plus_1,baseline_upper_k_plus_1,baseline_covered,structure_augmented_lower_k_plus_1,structure_augmented_upper_k_plus_1,structure_augmented_covered
3960341708,3.8906882591093117,13.0,2.6875,4.0,2.3684210526315788,3.1538461538461537,0.0,1.0,1.0,3.0,1.0,6.0,6.0,5.0,3.0,2.0,23,12,3.8906882591093117,23.0,13.113402036439066,19.10931174089069,0.0,0.0,0.0,16.0,189.0,16.0,9.886597963560934,upper_tail,10.240757626068952,14.513194578975465,True,10.310411682861139,14.484157588004582,True
3620389058,4.270588235294118,13.0,2.90625,4.0,3.0588235294117645,2.7333333333333334,0.0,1.0,1.0,5.0,5.0,7.0,4.0,4.0,5.0,2.0,24,12,4.270588235294118,24.0,14.13963643527731,19.729411764705883,0.0,0.0,0.0,17.0,189.0,17.0,9.86036356472269,upper_tail,11.465055802011895,15.578690306920404,True,11.56672848971976,15.529155118050612,True
4293387682,4.090909090909091,13.0,2.75,4.0,3.6,2.3636363636363638,0.0,0.0,3.0,4.0,5.0,4.0,5.0,2.0,2.0,4.0,25,12,4.090909090909091,25.0,15.140749450601671,20.90909090909091,0.0,0.0,0.0,16.0,189.0,16.0,9.859250549398329,upper_tail,12.607035383777788,16.628982924387525,True,12.636189682636772,16.565542540069213,True
4220035020,3.8906882591093117,12.0,2.625,5.0,2.6923076923076925,2.5789473684210527,0.0,0.0,2.0,3.0,2.0,5.0,3.0,7.0,2.0,3.0,23,12,3.8906882591093117,23.0,13.168375630558163,19.10931174089069,0.0,0.0,0.0,16.0,189.0,16.0,9.831624369441837,upper_tail,10.477815842380316,14.613232990562524,True,10.510223949144335,14.585697200076122,True
2290299767,4.803921568627451,11.0,2.875,4.0,3.0588235294117645,2.6666666666666665,1.0,1.0,0.0,1.0,5.0,1.0,4.0,7.0,3.0,4.0,24,12,4.803921568627451,24.0,14.188422577865882,19.19607843137255,0.0,0.0,0.0,15.0,189.0,15.0,9.811577422134118,upper_tail,11.336822368777598,15.654136903192196,True,11.504083984405135,15.567565839836604,True
100564940,4.816666666666666,12.0,2.8125,4.0,3.1666666666666665,2.6,0.0,0.0,2.0,1.0,3.0,7.0,3.0,3.0,4.0,1.0,25,12,4.816666666666666,25.0,15.206328420456884,20.183333333333334,0.0,0.0,0.0,14.0,189.0,14.0,9.793671579543116,upper_tail,12.474855281349281,16.629992375069158,True,12.675178841436477,16.571046028500337,True
150879982,3.8906882591093117,13.0,2.6875,4.0,3.076923076923077,2.4210526315789473,0.0,0.0,2.0,2.0,3.0,8.0,5.0,6.0,4.0,2.0,23,12,3.8906882591093117,23.0,13.206790000727306,19.10931174089069,0.0,0.0,0.0,16.0,189.0,16.0,9.793209999272694,upper_tail,10.48266251889822,14.625328772762876,True,10.495524946737966,14.569635694245976,True
4040291711,3.6406926406926408,12.0,2.59375,5.0,3.272727272727273,2.238095238095238,1.0,0.0,0.0,1.0,4.0,0.0,6.0,4.0,6.0,3.0,22,12,3.6406926406926408,22.0,12.211080909067821,18.35930735930736,0.0,0.0,0.0,17.0,189.0,17.0,9.788919090932179,upper_tail,9.492266331959705,13.702884777256,True,9.714076877936327,13.589839123010794,True
16519848,4.16017316017316,13.0,2.75,5.0,2.4285714285714284,3.3636363636363638,0.0,1.0,0.0,4.0,6.0,7.0,8.0,5.0,4.0,1.0,23,12,4.16017316017316,23.0,13.235222491977517,18.83982683982684,0.0,0.0,0.0,14.0,189.0,14.0,9.764777508022483,upper_tail,10.432458184216998,14.652344269508024,True,10.46339889160868,14.622050744960747,True
3723746866,4.714285714285714,11.0,2.9375,4.0,3.4545454545454546,2.6666666666666665,0.0,0.0,3.0,3.0,7.0,5.0,5.0,5.0,6.0,2.0,26,12,4.714285714285714,26.0,16.245338566043664,21.285714285714285,0.0,0.0,0.0,14.0,189.0,14.0,9.754661433956336,upper_tail,13.610766521250099,17.679890206488913,False,13.62549479257855,17.63447976799942,False
3381643274,4.063492063492063,12.0,2.8125,4.0,2.611111111111111,3.0714285714285716,0.0,1.0,2.0,3.0,4.0,5.0,5.0,5.0,4.0,2.0,25,12,4.063492063492063,25.0,15.24799051791558,20.936507936507937,0.0,0.0,0.0,15.0,189.0,15.0,9.75200948208442,upper_tail,12.619066258539355,16.687762654507367,True,12.621146638602799,16.633903154902608,True
1954298104,4.270588235294118,10.0,2.75,4.0,2.8,2.7058823529411766,0.0,0.0,1.0,3.0,2.0,8.0,4.0,4.0,3.0,2.0,24,12,4.270588235294118,24.0,14.251402041403889,19.729411764705883,0.0,0.0,0.0,15.0,189.0,15.0,9.748597958596111,upper_tail,11.561322069543774,15.658677296328735,True,11.682520301764022,15.624880864871283,True
3365601288,3.5217391304347827,13.0,2.5625,4.0,2.1739130434782608,3.5555555555555554,0.0,1.0,1.0,3.0,3.0,3.0,4.0,7.0,5.0,4.0,24,12,3.5217391304347827,24.0,14.265524835348565,20.47826086956522,0.0,0.0,0.0,15.0,189.0,15.0,9.734475164651435,upper_tail,11.344879483319977,15.746288617900323,True,11.514371148662063,15.653065415258773,True
