cost,functions,one_slack_functions,one_slack_fraction,mean_prediction,maximum_dangerous_residual
13,46,1,0.021739130434782608,3.4588563866193325,2.0998871940192023
14,78,9,0.11538461538461539,3.542569821496602,2.7613614199427152
