truth_table,khrapchenko_product,decision_tree_leaf_count,mean_certificate_size,maximum_certificate_size,mean_certificate_size_output_0,mean_certificate_size_output_1,anf_terms_degree_0,fourier_negative_degree_0,anf_terms_degree_1,fourier_negative_degree_1,anf_terms_degree_2,fourier_negative_degree_2,anf_terms_degree_3,fourier_negative_degree_3,anf_terms_degree_4,fourier_negative_degree_4,exact_aon_cover_upper,exact_minimum_gates,classical_lower_k_plus_1,classical_upper_k_plus_1,predicted_k_plus_1,classical_width,and_factorable_partitions,or_factorable_partitions,canalizing_variable_count,restriction_upper_k_plus_1,factor_upper_k_plus_1,construction_upper_k_plus_1,prime_cover_slack,cohort,baseline_lower_k_plus_1,baseline_upper_k_plus_1,baseline_covered,structure_augmented_lower_k_plus_1,structure_augmented_upper_k_plus_1,structure_augmented_covered,inputs,existing_upper_k_plus_1,source,restriction_gain,factor_gain,exact_k_plus_1,true_slack,residual_slack,model,predicted_residual_slack,calibration_offset,learned_reduction_beyond_construction,refined_upper_k_plus_1,covered
483924730,4.515625,12.0,3.03125,4.0,3.0,3.0625,0.0,0.0,2.0,3.0,2.0,6.0,4.0,3.0,4.0,2.0,26,12,4.515625,26.0,15.93308299741769,21.484375,0.0,0.0,0.0,16.0,189.0,16.0,10.06691700258231,cost_12_upper_tail,13.300925277483998,17.33258100365045,False,13.355501197493558,17.30852023849542,False,5,26.0,n5_cost_12_challenge,10.0,0.0,13,13.0,3.0,teacher,1.4619087443460266,1.900001760713045,0.0,16.0,True
1600843434,4.266666666666667,12.0,2.75,4.0,3.25,2.45,0.0,0.0,1.0,3.0,2.0,7.0,4.0,0.0,3.0,2.0,24,12,4.266666666666667,24.0,13.937900262789846,19.733333333333334,0.0,0.0,0.0,14.0,189.0,14.0,10.062099737210154,cost_12_upper_tail,11.283694784840574,15.343584445047254,True,11.423146450547414,15.312984828187686,True,5,24.0,n5_cost_12_challenge,10.0,0.0,13,11.0,1.0,teacher,1.6389570378985159,1.900001760713045,0.0,14.0,True
33426154,3.768627450980392,13.0,2.59375,5.0,2.588235294117647,2.6,0.0,1.0,1.0,3.0,4.0,8.0,5.0,6.0,4.0,1.0,25,12,3.768627450980392,25.0,14.94785081442333,21.231372549019607,0.0,0.0,0.0,16.0,189.0,16.0,10.05214918557667,cost_12_upper_tail,12.223099618042744,16.37400074862041,True,12.254060529403464,16.333074911438043,True,5,25.0,n5_cost_12_challenge,9.0,0.0,13,12.0,3.0,teacher,2.1092107863630347,1.900001760713045,0.20920902564998967,15.79079097435001,True
231854591,4.959514170040486,13.0,2.9375,4.0,3.3076923076923075,2.6842105263157894,1.0,0.0,0.0,2.0,4.0,4.0,6.0,6.0,3.0,4.0,24,12,4.959514170040486,24.0,13.97923742760928,19.040485829959515,0.0,0.0,0.0,18.0,189.0,18.0,10.02076257239072,cost_12_upper_tail,11.146958899543613,15.447906496960488,True,11.348409771035794,15.387468402959122,True,5,24.0,n5_cost_12_challenge,6.0,0.0,13,11.0,5.0,teacher,2.2171018181763857,1.900001760713045,0.3171000574633407,17.682899942536658,True
2375008050,4.4089068825910935,13.0,3.0625,4.0,3.1538461538461537,3.0,0.0,0.0,4.0,2.0,7.0,6.0,7.0,7.0,1.0,5.0,25,12,4.4089068825910935,25.0,15.030797101309505,20.591093117408906,0.0,0.0,0.0,17.0,189.0,17.0,9.969202898690495,cost_12_upper_tail,12.17255108682109,16.486427269901135,True,12.221275326539716,16.463583885309113,True,5,25.0,n5_cost_12_challenge,8.0,0.0,13,12.0,4.0,teacher,1.9656753515123337,1.900001760713045,0.0656735907992887,16.93432640920071,True
4010026820,3.571428571428572,12.0,2.6875,4.0,2.388888888888889,3.071428571428572,0.0,1.0,2.0,3.0,3.0,3.0,2.0,5.0,2.0,2.0,24,12,3.571428571428572,24.0,14.04097764293926,20.428571428571427,0.0,0.0,0.0,14.0,189.0,14.0,9.95902235706074,cost_12_upper_tail,11.288930134881412,15.464032009158164,True,11.423297523134174,15.426876215124429,True,5,24.0,n5_cost_12_challenge,10.0,0.0,13,11.0,1.0,teacher,2.047664995826113,1.900001760713045,0.14766323511306778,13.852336764886932,True
3758289183,4.587301587301587,11.0,3.03125,4.0,3.0,3.071428571428572,1.0,1.0,1.0,2.0,5.0,0.0,5.0,4.0,1.0,2.0,24,12,4.587301587301587,24.0,14.085286856140796,19.41269841269841,0.0,0.0,0.0,18.0,189.0,18.0,9.914713143859204,cost_12_upper_tail,11.269576897378167,15.516202897246789,True,11.514214674382892,15.48354108843536,True,5,24.0,n5_cost_12_challenge,6.0,0.0,13,11.0,5.0,teacher,2.307392818597893,1.900001760713045,0.4073910578848481,17.592608942115152,True
475983598,4.266666666666667,11.0,2.625,4.0,3.1666666666666665,2.3,0.0,0.0,2.0,2.0,2.0,7.0,2.0,4.0,4.0,1.0,24,12,4.266666666666667,24.0,14.095590001726134,19.733333333333334,0.0,0.0,0.0,15.0,189.0,15.0,9.904409998273866,cost_12_upper_tail,11.457056703430792,15.481714050612704,True,11.60462246528483,15.455785484039842,True,5,24.0,n5_cost_12_challenge,9.0,0.0,13,11.0,2.0,teacher,2.322911548528926,1.900001760713045,0.42290978781588073,14.57709021218412,True
3960341708,3.890688259109312,13.0,2.6875,4.0,2.3684210526315788,3.1538461538461537,0.0,1.0,1.0,3.0,1.0,6.0,6.0,5.0,3.0,2.0,23,12,3.890688259109312,23.0,13.113402036439066,19.10931174089069,0.0,0.0,0.0,16.0,189.0,16.0,9.886597963560934,cost_12_upper_tail,10.240757626068952,14.513194578975464,True,10.31041168286114,14.484157588004582,True,5,23.0,n5_cost_12_challenge,7.0,0.0,13,10.0,3.0,teacher,2.442046285375056,1.900001760713045,0.5420445246620109,15.45795547533799,True
3620389058,4.270588235294118,13.0,2.90625,4.0,3.0588235294117645,2.7333333333333334,0.0,1.0,1.0,5.0,5.0,7.0,4.0,4.0,5.0,2.0,24,12,4.270588235294118,24.0,14.13963643527731,19.729411764705883,0.0,0.0,0.0,17.0,189.0,17.0,9.86036356472269,cost_12_upper_tail,11.465055802011896,15.578690306920404,True,11.56672848971976,15.529155118050612,True,5,24.0,n5_cost_12_challenge,7.0,0.0,13,11.0,4.0,teacher,2.0791782662491767,1.900001760713045,0.17917650553613163,16.82082349446387,True
4293387682,4.090909090909091,13.0,2.75,4.0,3.6,2.363636363636364,0.0,0.0,3.0,4.0,5.0,4.0,5.0,2.0,2.0,4.0,25,12,4.090909090909091,25.0,15.140749450601673,20.90909090909091,0.0,0.0,0.0,16.0,189.0,16.0,9.859250549398327,cost_12_upper_tail,12.607035383777788,16.628982924387525,True,12.636189682636772,16.565542540069213,True,5,25.0,n5_cost_12_challenge,9.0,0.0,13,12.0,3.0,teacher,1.55049138316888,1.900001760713045,0.0,16.0,True
4220035020,3.890688259109312,12.0,2.625,5.0,2.6923076923076925,2.5789473684210527,0.0,0.0,2.0,3.0,2.0,5.0,3.0,7.0,2.0,3.0,23,12,3.890688259109312,23.0,13.168375630558163,19.10931174089069,0.0,0.0,0.0,16.0,189.0,16.0,9.831624369441837,cost_12_upper_tail,10.477815842380316,14.613232990562524,True,10.510223949144336,14.585697200076122,True,5,23.0,n5_cost_12_challenge,7.0,0.0,13,10.0,3.0,teacher,2.1818980029428303,1.900001760713045,0.28189624222978527,15.718103757770216,True
2290299767,4.803921568627451,11.0,2.875,4.0,3.0588235294117645,2.6666666666666665,1.0,1.0,0.0,1.0,5.0,1.0,4.0,7.0,3.0,4.0,24,12,4.803921568627451,24.0,14.188422577865882,19.19607843137255,0.0,0.0,0.0,15.0,189.0,15.0,9.811577422134118,cost_12_upper_tail,11.336822368777598,15.654136903192196,True,11.504083984405137,15.567565839836604,True,5,24.0,n5_cost_12_challenge,9.0,0.0,13,11.0,2.0,teacher,2.835591396220258,1.900001760713045,0.9355896355072129,14.064410364492787,True
100564940,4.816666666666666,12.0,2.8125,4.0,3.1666666666666665,2.6,0.0,0.0,2.0,1.0,3.0,7.0,3.0,3.0,4.0,1.0,25,12,4.816666666666666,25.0,15.206328420456884,20.183333333333334,0.0,0.0,0.0,14.0,189.0,14.0,9.793671579543116,cost_12_upper_tail,12.47485528134928,16.629992375069158,True,12.675178841436477,16.571046028500337,True,5,25.0,n5_cost_12_challenge,11.0,0.0,13,12.0,1.0,teacher,1.9748414012047486,1.900001760713045,0.07483964049170355,13.925160359508297,True
150879982,3.890688259109312,13.0,2.6875,4.0,3.076923076923077,2.421052631578948,0.0,0.0,2.0,2.0,3.0,8.0,5.0,6.0,4.0,2.0,23,12,3.890688259109312,23.0,13.206790000727306,19.10931174089069,0.0,0.0,0.0,16.0,189.0,16.0,9.793209999272694,cost_12_upper_tail,10.48266251889822,14.625328772762876,True,10.495524946737966,14.569635694245976,True,5,23.0,n5_cost_12_challenge,7.0,0.0,13,10.0,3.0,teacher,2.322100295791399,1.900001760713045,0.42209853507835415,15.577901464921645,True
4040291711,3.6406926406926408,12.0,2.59375,5.0,3.272727272727273,2.238095238095238,1.0,0.0,0.0,1.0,4.0,0.0,6.0,4.0,6.0,3.0,22,12,3.6406926406926408,22.0,12.21108090906782,18.35930735930736,0.0,0.0,0.0,17.0,189.0,17.0,9.78891909093218,cost_12_upper_tail,9.492266331959703,13.702884777256,True,9.714076877936328,13.589839123010794,True,5,22.0,n5_cost_12_challenge,5.0,0.0,13,9.0,4.0,teacher,3.2838473628192446,1.900001760713045,1.3838456021061996,15.616154397893801,True
16519848,4.16017316017316,13.0,2.75,5.0,2.4285714285714284,3.363636363636364,0.0,1.0,0.0,4.0,6.0,7.0,8.0,5.0,4.0,1.0,23,12,4.16017316017316,23.0,13.235222491977517,18.83982683982684,0.0,0.0,0.0,14.0,189.0,14.0,9.764777508022483,cost_12_upper_tail,10.432458184216998,14.652344269508024,True,10.46339889160868,14.622050744960749,True,5,23.0,n5_cost_12_challenge,9.0,0.0,13,10.0,1.0,teacher,2.5645716205812517,1.900001760713045,0.6645698598682066,13.335430140131793,True
3723746866,4.714285714285714,11.0,2.9375,4.0,3.4545454545454546,2.6666666666666665,0.0,0.0,3.0,3.0,7.0,5.0,5.0,5.0,6.0,2.0,26,12,4.714285714285714,26.0,16.245338566043664,21.285714285714285,0.0,0.0,0.0,14.0,189.0,14.0,9.754661433956336,cost_12_upper_tail,13.6107665212501,17.679890206488913,False,13.62549479257855,17.63447976799942,False,5,26.0,n5_cost_12_challenge,12.0,0.0,13,13.0,1.0,teacher,1.5761026448749633,1.900001760713045,0.0,14.0,True
3381643274,4.063492063492063,12.0,2.8125,4.0,2.611111111111111,3.071428571428572,0.0,1.0,2.0,3.0,4.0,5.0,5.0,5.0,4.0,2.0,25,12,4.063492063492063,25.0,15.24799051791558,20.936507936507937,0.0,0.0,0.0,15.0,189.0,15.0,9.75200948208442,cost_12_upper_tail,12.619066258539355,16.687762654507367,True,12.6211466386028,16.633903154902608,True,5,25.0,n5_cost_12_challenge,10.0,0.0,13,12.0,2.0,teacher,2.0305139185917835,1.900001760713045,0.1305121578787385,14.869487842121261,True
1954298104,4.270588235294118,10.0,2.75,4.0,2.8,2.7058823529411766,0.0,0.0,1.0,3.0,2.0,8.0,4.0,4.0,3.0,2.0,24,12,4.270588235294118,24.0,14.251402041403889,19.729411764705883,0.0,0.0,0.0,15.0,189.0,15.0,9.748597958596111,cost_12_upper_tail,11.561322069543774,15.658677296328737,True,11.682520301764022,15.624880864871283,True,5,24.0,n5_cost_12_challenge,9.0,0.0,13,11.0,2.0,teacher,1.5449500060351324,1.900001760713045,0.0,15.0,True
3365601288,3.5217391304347827,13.0,2.5625,4.0,2.1739130434782608,3.555555555555556,0.0,1.0,1.0,3.0,3.0,3.0,4.0,7.0,5.0,4.0,24,12,3.5217391304347827,24.0,14.265524835348565,20.47826086956522,0.0,0.0,0.0,15.0,189.0,15.0,9.734475164651435,cost_12_upper_tail,11.344879483319977,15.746288617900325,True,11.514371148662065,15.653065415258771,True,5,24.0,n5_cost_12_challenge,9.0,0.0,13,11.0,2.0,teacher,2.0576200149907504,1.900001760713045,0.15761825427770537,14.842381745722294,True
3249529615,5.142857142857143,10.0,2.84375,4.0,3.142857142857143,2.611111111111111,1.0,0.0,1.0,1.0,1.0,2.0,3.0,4.0,3.0,2.0,23,12,5.142857142857143,23.0,13.277841825329354,17.857142857142858,0.0,0.0,0.0,16.0,189.0,16.0,9.722158174670646,cost_12_upper_tail,10.506588327408338,14.685711602113734,True,10.846416532249073,14.629491853852418,True,5,23.0,n5_cost_12_challenge,7.0,0.0,13,10.0,3.0,teacher,1.5980637469068644,1.900001760713045,0.0,16.0,True
3552792706,4.959514170040486,13.0,2.8125,4.0,2.5789473684210527,3.1538461538461537,0.0,1.0,2.0,3.0,7.0,6.0,4.0,6.0,4.0,3.0,23,12,4.959514170040486,23.0,13.279219417630731,18.040485829959515,0.0,0.0,0.0,17.0,189.0,17.0,9.720780582369269,cost_12_upper_tail,10.62451623022811,14.75435812418664,True,10.581460889272,14.70040083490551,True,5,23.0,n5_cost_12_challenge,6.0,0.0,13,10.0,4.0,teacher,1.8662846391330614,1.900001760713045,0.0,17.0,True
4242560098,4.270588235294118,13.0,3.0625,4.0,3.0,3.1333333333333333,0.0,1.0,1.0,4.0,6.0,5.0,5.0,4.0,1.0,4.0,24,12,4.270588235294118,24.0,14.296233529628903,19.729411764705883,0.0,0.0,0.0,16.0,189.0,16.0,9.703766470371097,cost_12_upper_tail,11.614725944985317,15.768258456492674,True,11.72157837922186,15.74283895865273,True,5,24.0,n5_cost_12_challenge,8.0,0.0,13,11.0,3.0,teacher,1.7347306565502676,1.900001760713045,0.0,16.0,True
3098654739,4.270588235294118,11.0,2.84375,4.0,2.647058823529412,3.066666666666667,1.0,1.0,2.0,4.0,4.0,2.0,6.0,4.0,4.0,5.0,23,12,4.270588235294118,23.0,13.328700203859444,18.729411764705883,0.0,0.0,0.0,15.0,189.0,15.0,9.671299796140556,cost_12_upper_tail,10.747883448966247,14.82757804958206,True,10.828782848856742,14.722480210291364,True,5,23.0,n5_cost_12_challenge,8.0,0.0,13,10.0,2.0,teacher,1.8811169812917576,1.900001760713045,0.0,15.0,True
4243834175,5.890909090909091,12.0,2.875,4.0,4.0,2.363636363636364,1.0,0.0,0.0,2.0,5.0,1.0,2.0,2.0,1.0,2.0,24,12,5.890909090909091,24.0,14.33375584942802,18.10909090909091,0.0,0.0,0.0,18.0,189.0,18.0,9.66624415057198,cost_12_upper_tail,11.62922788660616,15.772618836799785,True,11.922516986066311,15.737156954163863,True,5,24.0,n5_cost_12_challenge,6.0,0.0,13,11.0,5.0,teacher,2.782421007692534,1.900001760713045,0.8824192469794889,17.117580753020512,True
36887824,4.16017316017316,11.0,2.78125,4.0,2.4285714285714284,3.4545454545454546,0.0,1.0,2.0,2.0,6.0,7.0,6.0,6.0,4.0,4.0,24,12,4.16017316017316,24.0,14.340975729427164,19.83982683982684,0.0,0.0,0.0,16.0,189.0,16.0,9.659024270572836,cost_12_upper_tail,11.373563011375971,15.806073400833125,True,11.510925552743268,15.745750686093531,True,5,24.0,n5_cost_12_challenge,8.0,0.0,13,11.0,3.0,teacher,1.8498660525046045,1.900001760713045,0.0,16.0,True
389431082,4.270588235294118,14.0,2.875,4.0,2.6,3.117647058823529,0.0,0.0,2.0,2.0,3.0,9.0,5.0,8.0,4.0,1.0,24,12,4.270588235294118,24.0,14.3556894130545,19.729411764705883,0.0,0.0,0.0,17.0,189.0,17.0,9.6443105869455,cost_12_upper_tail,11.50415803760503,15.767814579055026,True,11.547650933503162,15.72201395477688,True,5,24.0,n5_cost_12_challenge,7.0,0.0,13,11.0,4.0,teacher,2.4387415033383295,1.900001760713045,0.5387397426252845,16.461260257374715,True
4037151246,4.266666666666667,11.0,2.8125,4.0,2.6,3.1666666666666665,0.0,1.0,2.0,2.0,5.0,4.0,8.0,6.0,2.0,2.0,24,12,4.266666666666667,24.0,14.367368977569589,19.733333333333334,0.0,0.0,0.0,14.0,189.0,14.0,9.632631022430411,cost_12_upper_tail,11.548589203146696,15.797807558524305,True,11.683816291651569,15.741242505128056,True,5,24.0,n5_cost_12_challenge,10.0,0.0,13,11.0,1.0,teacher,1.8014715285128828,1.900001760713045,0.0,14.0,True
2362278020,3.155844155844156,13.0,2.59375,4.0,2.2857142857142856,3.1818181818181817,0.0,1.0,2.0,3.0,7.0,4.0,5.0,5.0,5.0,4.0,25,12,3.155844155844156,25.0,15.376308846777045,21.844155844155843,0.0,0.0,0.0,15.0,189.0,15.0,9.623691153222955,cost_12_upper_tail,12.56861177773848,16.846992904770577,True,12.68626746138401,16.75724501646238,True,5,25.0,n5_cost_12_challenge,10.0,0.0,13,12.0,2.0,teacher,2.1917359165546326,1.900001760713045,0.2917341558415876,14.708265844158412,True
3390229226,4.270588235294118,13.0,2.84375,5.0,2.588235294117647,3.1333333333333333,0.0,1.0,1.0,4.0,2.0,6.0,4.0,7.0,4.0,2.0,22,12,4.270588235294118,22.0,12.414278605916971,17.729411764705883,0.0,0.0,0.0,16.0,189.0,16.0,9.585721394083029,cost_12_upper_tail,9.67745727259852,13.808207316795963,True,9.628111902990124,13.79140598390156,True,5,22.0,n5_cost_12_challenge,6.0,0.0,13,9.0,3.0,teacher,2.1358324103998543,1.900001760713045,0.23583064968680922,15.76416935031319,True
4009332125,5.303030303030303,14.0,3.0,5.0,3.727272727272727,2.619047619047619,1.0,0.0,1.0,3.0,5.0,3.0,6.0,5.0,4.0,5.0,24,12,5.303030303030303,24.0,14.419822770548008,18.696969696969695,0.0,0.0,0.0,16.0,189.0,16.0,9.580177229451992,cost_12_upper_tail,11.72878121346833,15.91289081911216,True,11.848632006562005,15.820817802472986,True,5,24.0,n5_cost_12_challenge,8.0,0.0,13,11.0,3.0,teacher,1.6568988045022939,1.900001760713045,0.0,16.0,True
284164238,3.5217391304347827,12.0,2.5625,4.0,2.1739130434782608,3.555555555555556,0.0,1.0,2.0,4.0,8.0,7.0,8.0,5.0,2.0,5.0,22,12,3.5217391304347827,22.0,12.427796358027305,18.47826086956522,0.0,0.0,0.0,15.0,189.0,15.0,9.572203641972695,cost_12_upper_tail,9.56833825266576,13.870638835186904,True,9.610682651996497,13.83300098796768,True,5,22.0,n5_cost_12_challenge,7.0,0.0,13,9.0,2.0,teacher,2.139576956504411,1.900001760713045,0.2395751957913661,14.760424804208634,True
1415999078,5.0625,11.0,2.8125,4.0,3.0,2.625,0.0,0.0,2.0,1.0,0.0,6.0,3.0,3.0,3.0,1.0,24,12,5.0625,24.0,14.442282944608817,18.9375,0.0,0.0,0.0,14.0,189.0,14.0,9.557717055391183,cost_12_upper_tail,11.724875620184388,15.845654820145857,True,11.917751963190934,15.797690715438488,True,5,24.0,n5_cost_12_challenge,10.0,0.0,13,11.0,1.0,teacher,2.1777908499066307,1.900001760713045,0.2777890891935857,13.722210910806414,True
3231696063,4.063492063492063,11.0,2.625,4.0,2.642857142857143,2.611111111111111,1.0,0.0,1.0,1.0,2.0,1.0,5.0,6.0,4.0,1.0,23,12,4.063492063492063,23.0,13.452682519713568,18.936507936507937,0.0,0.0,0.0,15.0,189.0,15.0,9.547317480286432,cost_12_upper_tail,10.634782115142482,14.85800431515364,True,10.839290383966464,14.81284440118475,True,5,23.0,n5_cost_12_challenge,8.0,0.0,13,10.0,2.0,teacher,2.1050955941928184,1.900001760713045,0.2050938334797734,14.794906166520226,True
4121884580,4.16017316017316,10.0,2.65625,4.0,3.4545454545454546,2.238095238095238,0.0,0.0,2.0,5.0,5.0,6.0,4.0,6.0,2.0,3.0,19,12,4.16017316017316,19.0,11.630062835339809,14.83982683982684,0.0,0.0,0.0,14.0,189.0,14.0,7.369937164660193,cost_12_random_reference,9.065589386082852,13.087371699236629,True,8.962213512282123,13.055416972006372,True,5,19.0,n5_cost_12_challenge,5.0,0.0,13,6.0,1.0,teacher,1.3157429258326812,1.900001760713045,0.0,14.0,True
1415063592,5.254545454545455,12.0,2.75,4.0,2.363636363636364,3.6,0.0,1.0,0.0,3.0,3.0,4.0,1.0,2.0,2.0,2.0,24,12,5.254545454545455,24.0,14.678096002584809,18.745454545454546,0.0,0.0,0.0,15.0,189.0,15.0,9.321903997415191,cost_12_random_reference,11.858812405039508,16.120322068367955,True,12.154991643287277,16.06553491000652,True,5,24.0,n5_cost_12_challenge,9.0,0.0,13,11.0,2.0,teacher,1.8584360133832754,1.900001760713045,0.0,15.0,True
4284284173,3.0727272727272728,9.0,2.46875,4.0,3.2,2.136363636363636,1.0,0.0,3.0,3.0,6.0,2.0,4.0,3.0,3.0,0.0,17,12,3.0727272727272728,17.0,12.017506554021224,13.927272727272728,0.0,0.0,0.0,13.0,189.0,13.0,4.982493445978776,cost_12_random_reference,9.523954788520776,13.226313211708222,True,9.589228055149096,13.26590897008922,True,5,17.0,n5_cost_12_challenge,4.0,0.0,13,4.0,0.0,teacher,1.2909147425019591,1.900001760713045,0.0,13.0,True
85057467,3.2980392156862743,10.0,2.78125,4.0,2.533333333333333,3.0,1.0,0.0,1.0,1.0,3.0,6.0,3.0,5.0,2.0,3.0,16,12,3.2980392156862743,16.0,10.847785514059648,12.701960784313727,0.0,0.0,0.0,16.0,189.0,16.0,5.152214485940352,cost_12_random_reference,8.06706194357156,12.266853213997436,False,8.157988326522815,12.212285276581625,False,5,16.0,n5_cost_12_challenge,0.0,0.0,13,3.0,3.0,teacher,4.64834198369249,1.900001760713045,2.7483402229794454,13.251659777020555,True
1082179498,3.404858299595141,11.0,2.34375,5.0,2.1578947368421053,2.6153846153846154,0.0,1.0,2.0,4.0,3.0,5.0,2.0,5.0,3.0,4.0,20,12,3.404858299595141,20.0,12.538196662834494,16.59514170040486,0.0,0.0,0.0,15.0,189.0,15.0,7.461803337165506,cost_12_random_reference,9.778095573267604,13.946209055766012,True,9.869736482209944,13.914547956156213,True,5,20.0,n5_cost_12_challenge,5.0,0.0,13,7.0,2.0,teacher,2.408635745714848,1.900001760713045,0.5086339850018029,14.491366014998198,True
2855525072,4.515625,10.0,3.0625,4.0,3.125,3.0,0.0,0.0,2.0,3.0,5.0,5.0,4.0,5.0,2.0,1.0,21,12,4.515625,21.0,13.582553675258868,16.484375,0.0,0.0,0.0,15.0,189.0,15.0,7.417446324741132,cost_12_random_reference,10.960023226027456,14.999355125778065,True,10.96919284471464,14.971910380209492,True,5,21.0,n5_cost_12_challenge,6.0,0.0,13,8.0,2.0,teacher,1.328206572948123,1.900001760713045,0.0,15.0,True
3495255120,3.404858299595141,11.0,2.46875,4.0,2.3684210526315788,2.6153846153846154,0.0,1.0,2.0,4.0,5.0,5.0,5.0,7.0,3.0,2.0,18,12,3.404858299595141,18.0,11.307565949406612,14.59514170040486,0.0,0.0,0.0,15.0,189.0,15.0,6.692434050593388,cost_12_random_reference,8.403932206257442,12.656051929892506,False,8.45628196804877,12.655435214437064,False,5,18.0,n5_cost_12_challenge,3.0,0.0,13,5.0,2.0,teacher,2.1612795213695044,1.900001760713045,0.26127776065645936,14.738722239343542,True
2866258165,4.063492063492063,9.0,2.625,5.0,2.642857142857143,2.611111111111111,1.0,0.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,20,12,4.063492063492063,20.0,13.119005593992313,15.936507936507937,0.0,0.0,0.0,14.0,189.0,14.0,6.880994406007687,cost_12_random_reference,10.496955500309216,14.425498316895167,True,10.71230813776868,14.405229408640857,True,5,20.0,n5_cost_12_challenge,6.0,0.0,13,7.0,1.0,teacher,1.4502284315539062,1.900001760713045,0.0,14.0,True
4243423103,3.692307692307693,11.0,2.53125,5.0,4.166666666666667,2.1538461538461537,1.0,0.0,0.0,1.0,3.0,2.0,5.0,3.0,2.0,3.0,22,12,3.692307692307693,22.0,13.49610692712907,18.307692307692307,0.0,0.0,0.0,15.0,189.0,15.0,8.50389307287093,cost_12_random_reference,10.747543665356734,14.937835031618713,True,10.970837028973062,14.87030123813083,True,5,22.0,n5_cost_12_challenge,7.0,0.0,13,9.0,2.0,teacher,2.2039820990937207,1.900001760713045,0.3039803383806756,14.696019661619324,True
1156369868,2.640625,11.0,2.625,4.0,3.0,2.25,0.0,0.0,2.0,1.0,4.0,6.0,7.0,1.0,3.0,3.0,21,12,2.640625,21.0,13.949900553944802,18.359375,0.0,0.0,0.0,14.0,189.0,14.0,7.050099446055198,cost_12_random_reference,11.364100510867768,15.37969617923143,True,11.308290809691002,15.30883134090072,True,5,21.0,n5_cost_12_challenge,7.0,0.0,13,8.0,1.0,teacher,2.1621085849945145,1.900001760713045,0.2621068242814695,13.737893175718531,True
3981812145,4.803921568627451,11.0,3.0625,4.0,3.1333333333333333,3.0,1.0,0.0,2.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,23,12,4.803921568627451,23.0,14.479268708240587,18.19607843137255,0.0,0.0,0.0,15.0,189.0,15.0,8.520731291759411,cost_12_random_reference,11.865866276349273,15.9681775281639,True,11.908732667611844,15.87549818451566,True,5,23.0,n5_cost_12_challenge,8.0,0.0,13,10.0,2.0,teacher,1.6003441555318847,1.900001760713045,0.0,15.0,True
89195456,4.06280193236715,12.0,2.84375,4.0,2.391304347826087,4.0,0.0,1.0,2.0,1.0,6.0,6.0,1.0,6.0,5.0,4.0,19,12,4.06280193236715,19.0,12.09927345699368,14.937198067632849,0.0,0.0,0.0,18.0,189.0,18.0,6.900726543006321,cost_12_random_reference,9.172161707815466,13.561260959051394,True,9.314907048638506,13.507811172890852,True,5,19.0,n5_cost_12_challenge,1.0,0.0,13,6.0,5.0,teacher,3.5721312302121224,1.900001760713045,1.6721294694990774,16.327870530500924,True
2945248640,3.515625,13.0,2.78125,4.0,2.5625,3.0,0.0,0.0,1.0,4.0,3.0,4.0,6.0,2.0,3.0,2.0,22,12,3.515625,22.0,13.438602609399808,18.484375,0.0,0.0,0.0,17.0,189.0,17.0,8.561397390600193,cost_12_random_reference,10.79543421250691,14.837928103027371,True,10.898201187040186,14.793225012743326,True,5,22.0,n5_cost_12_challenge,5.0,0.0,13,9.0,4.0,teacher,1.7416953157576833,1.900001760713045,0.0,17.0,True
4025724588,4.090909090909091,12.0,2.75,4.0,3.4,2.4545454545454546,0.0,0.0,2.0,4.0,3.0,4.0,6.0,2.0,2.0,2.0,21,12,4.090909090909091,21.0,12.913994358858565,16.90909090909091,0.0,0.0,0.0,16.0,189.0,16.0,8.086005641141437,cost_12_random_reference,10.330804616685857,14.357680713885037,True,10.38228555962732,14.293657714285027,True,5,21.0,n5_cost_12_challenge,5.0,0.0,13,8.0,3.0,teacher,1.5844919245082876,1.900001760713045,0.0,16.0,True
4044877919,4.4089068825910935,13.0,2.8125,4.0,3.1538461538461537,2.5789473684210527,1.0,0.0,1.0,1.0,3.0,4.0,6.0,8.0,2.0,2.0,21,12,4.4089068825910935,21.0,12.57484893615617,16.591093117408906,0.0,0.0,0.0,15.0,189.0,15.0,8.42515106384383,cost_12_random_reference,9.66404313768312,13.995854344923575,True,9.829371015045814,13.944573029416802,True,5,21.0,n5_cost_12_challenge,6.0,0.0,13,8.0,2.0,teacher,2.29695667442376,1.900001760713045,0.3969549137107151,14.603045086289285,True
3439307333,4.4089068825910935,9.0,2.65625,4.0,3.076923076923077,2.3684210526315788,1.0,0.0,3.0,3.0,5.0,3.0,7.0,3.0,5.0,1.0,18,12,4.4089068825910935,18.0,12.256991191617551,13.591093117408906,0.0,0.0,0.0,14.0,189.0,14.0,5.743008808382449,cost_12_random_reference,9.726716760678462,13.587378605854264,True,9.787897589568946,13.563094480272396,True,5,18.0,n5_cost_12_challenge,4.0,0.0,13,5.0,1.0,teacher,1.054367331773044,1.900001760713045,0.0,14.0,True
