bits,language,protocol,r2,rmse
3,NAND,function_holdout,0.8027885227442337,1.1307522202043656
3,NAND,orbit_holdout,0.7055186750194884,1.3817524243697126
3,NAND,descriptor_holdout,0.5376692145703992,1.7313216604266297
3,NOR,function_holdout,0.8027885227442337,1.1307522202043656
3,NOR,orbit_holdout,0.7055186750194884,1.3817524243697126
3,NOR,descriptor_holdout,0.5376692145703992,1.7313216604266297
3,AND_OR_NOT,function_holdout,0.8949777602948107,0.6417819694754514
3,AND_OR_NOT,orbit_holdout,0.8220728941829751,0.8353489499162279
3,AND_OR_NOT,descriptor_holdout,0.5890291087476751,1.2695575859842718
