language,contact,truth_table,truth_table_hex,phase_permutation_orbit_hex,anf,minimum_gates,khrapchenko_product,decision_tree_leaves,lower,upper,active_upper_source,cover_cost_k_plus_1,cover_construction,tied_cover_constructions,cover_cubes_01_dash
AND_OR_NOT,upper,61184,0xef00,0x02ff,x3 + x2*x3 + x0*x2*x3 + x1*x2*x3 + x0*x1*x2*x3,4,1.5873015873015874,5,1.5873015873015874,5.0,exact prime cover,5,CNF(f),CNF(f),---0 001-
AND_OR_NOT,upper,61219,0xef23,0x02ce,1 + x1 + x2 + x0*x2 + x1*x2 + x0*x1*x2 + x1*x3,6,2.4,5,2.4,7.0,exact prime cover,7,CNF(f),CNF(f),-1-0 001-
AND_OR_NOT,upper,61231,0xef2f,0x028a,1 + x2 + x0*x2 + x0*x1*x2 + x1*x2*x3,6,2.083333333333333,5,2.083333333333333,7.0,exact prime cover,7,DNF(f),DNF(f),--0- 10-- -1-1
AND_OR_NOT,upper,61253,0xef45,0x02ce,1 + x0 + x2 + x0*x2 + x1*x2 + x0*x1*x2 + x0*x3,6,2.4,5,2.4,7.0,exact prime cover,7,CNF(f),CNF(f),1--0 001-
AND_OR_NOT,upper,61263,0xef4f,0x028a,1 + x2 + x1*x2 + x0*x1*x2 + x0*x2*x3,6,2.083333333333333,5,2.083333333333333,7.0,exact prime cover,7,DNF(f),DNF(f),--0- 01-- 1--1
AND_OR_NOT,upper,61359,0xefaf,0x002a,1 + x2 + x0*x2 + x1*x2*x3 + x0*x1*x2*x3,4,1.641025641025641,5,1.641025641025641,5.0,exact prime cover,5,DNF(f),DNF(f),--0- 1--- -1-1
AND_OR_NOT,upper,61391,0xefcf,0x002a,1 + x2 + x1*x2 + x0*x2*x3 + x0*x1*x2*x3,4,1.641025641025641,5,1.641025641025641,5.0,exact prime cover,5,DNF(f),DNF(f),--0- -1-- 1--1
AND_OR_NOT,upper,61408,0xefe0,0x0257,x0*x2 + x1*x2 + x0*x1*x2 + x3 + x2*x3,5,2.4,5,2.4,6.0,exact prime cover,6,CNF(f),CNF(f),--00 001-
AND_OR_NOT,upper,61410,0xefe2,0x0247,x0 + x0*x1 + x1*x2 + x3 + x0*x3 + x0*x1*x3 + x2*x3 + x0*x2*x3 + x0*x1*x2*x3,7,2.6181818181818177,7,2.6181818181818177,8.0,exact prime cover,8,DNF(f),DNF(f),10-- -11- --01
AND_OR_NOT,upper,61412,0xefe4,0x0247,x1 + x0*x1 + x0*x2 + x3 + x1*x3 + x0*x1*x3 + x2*x3 + x1*x2*x3 + x0*x1*x2*x3,7,2.6181818181818177,7,2.6181818181818177,8.0,exact prime cover,8,DNF(f),DNF(f),01-- 1-1- --01
AND_OR_NOT,upper,61418,0xefea,0x001b,x0 + x1*x2 + x0*x1*x2 + x3 + x0*x3 + x2*x3 + x0*x2*x3,5,2.083333333333333,5,2.083333333333333,6.0,exact prime cover,6,DNF(f),DNF(f),1--- -11- --01
AND_OR_NOT,upper,61420,0xefec,0x001b,x1 + x0*x2 + x0*x1*x2 + x3 + x1*x3 + x2*x3 + x1*x2*x3,5,2.083333333333333,5,2.083333333333333,6.0,exact prime cover,6,DNF(f),DNF(f),-1-- 1-1- --01
AND_OR_NOT,upper,61422,0xefee,0x000b,x0 + x1 + x0*x1 + x3 + x0*x3 + x1*x3 + x0*x1*x3 + x2*x3 + x0*x2*x3 + x1*x2*x3 + x0*x1*x2*x3,4,1.641025641025641,5,1.641025641025641,5.0,exact prime cover,5,DNF(f),DNF(f),1--- -1-- --01
AND_OR_NOT,upper,61423,0xefef,0x000a,1 + x2 + x0*x2 + x1*x2 + x0*x1*x2,3,1.2857142857142856,4,1.2857142857142856,4.0,exact prime cover,4,CNF(f),DNF(f);CNF(f),001-
AND_OR_NOT,upper,61440,0xf000,0x0fff,x2*x3,1,1.3333333333333333,3,1.3333333333333333,2.0,exact prime cover,2,CNF(f),DNF(f);CNF(f),---0 --0-
AND_OR_NOT,upper,61488,0xf030,0x0aff,x2 + x1*x2 + x1*x2*x3,3,1.6666666666666667,4,1.6666666666666667,4.0,exact prime cover,4,CNF(f),CNF(f),--0- -1-0
AND_OR_NOT,upper,61520,0xf050,0x0aff,x2 + x0*x2 + x0*x2*x3,3,1.6666666666666667,4,1.6666666666666667,4.0,exact prime cover,4,CNF(f),CNF(f),--0- 1--0
AND_OR_NOT,upper,61576,0xf088,0x07f7,x0*x1 + x0*x1*x3 + x2*x3,5,2.4,5,2.4,6.0,exact prime cover,6,DNF(f),DNF(f),11-0 --11
AND_OR_NOT,upper,61600,0xf0a0,0x03ff,x0*x2 + x2*x3 + x0*x2*x3,2,1.6666666666666667,4,1.6666666666666667,3.0,exact prime cover,3,CNF(f),CNF(f),--0- 0--0
AND_OR_NOT,upper,61610,0xf0aa,0x03cf,x0 + x0*x3 + x2*x3,4,2.25,4,2.25,5.0,exact prime cover,5,CNF(f),DNF(f);CNF(f),0--0 --01
AND_OR_NOT,upper,61616,0xf0b0,0x02ff,x2 + x1*x2 + x0*x1*x2 + x1*x2*x3 + x0*x1*x2*x3,4,1.5873015873015874,5,1.5873015873015874,5.0,exact prime cover,5,CNF(f),CNF(f),--0- 01-0
AND_OR_NOT,upper,61627,0xf0bb,0x02ce,1 + x1 + x0*x1 + x3 + x1*x3 + x0*x1*x3 + x2*x3,6,2.4,5,2.4,7.0,exact prime cover,7,CNF(f),CNF(f),01-0 --01
AND_OR_NOT,upper,61632,0xf0c0,0x03ff,x1*x2 + x2*x3 + x1*x2*x3,2,1.6666666666666667,4,1.6666666666666667,3.0,exact prime cover,3,CNF(f),CNF(f),--0- -0-0
AND_OR_NOT,upper,61644,0xf0cc,0x03cf,x1 + x1*x3 + x2*x3,4,2.25,4,2.25,5.0,exact prime cover,5,CNF(f),DNF(f);CNF(f),-0-0 --01
AND_OR_NOT,upper,61648,0xf0d0,0x02ff,x2 + x0*x2 + x0*x1*x2 + x0*x2*x3 + x0*x1*x2*x3,4,1.5873015873015874,5,1.5873015873015874,5.0,exact prime cover,5,CNF(f),CNF(f),--0- 10-0
AND_OR_NOT,upper,61661,0xf0dd,0x02ce,1 + x0 + x0*x1 + x3 + x0*x3 + x0*x1*x3 + x2*x3,6,2.4,5,2.4,7.0,exact prime cover,7,CNF(f),CNF(f),10-0 --01
AND_OR_NOT,upper,61664,0xf0e0,0x01ff,x0*x2 + x1*x2 + x0*x1*x2 + x2*x3 + x0*x2*x3 + x1*x2*x3 + x0*x1*x2*x3,3,1.5873015873015874,5,1.5873015873015874,4.0,exact prime cover,4,CNF(f),CNF(f),--0- 00-0
AND_OR_NOT,upper,61678,0xf0ee,0x01ab,x0 + x1 + x0*x1 + x0*x3 + x1*x3 + x0*x1*x3 + x2*x3,5,2.4,5,2.4,6.0,exact prime cover,6,CNF(f),CNF(f),00-0 --01
AND_OR_NOT,both,61680,0xf0f0,0x00ff,x2,0,1.0,2,1.0,1.0,exact prime cover,1,CNF(f),DNF(f);CNF(f),--0-
AND_OR_NOT,upper,61688,0xf0f8,0x00bf,x0*x1 + x2 + x0*x1*x2 + x0*x1*x3 + x0*x1*x2*x3,4,1.5873015873015874,5,1.5873015873015874,5.0,exact prime cover,5,DNF(f),DNF(f),11-0 --1-
AND_OR_NOT,upper,61690,0xf0fa,0x00af,x0 + x2 + x0*x2 + x0*x3 + x0*x2*x3,3,1.6666666666666667,4,1.6666666666666667,4.0,exact prime cover,4,DNF(f),DNF(f),1--0 --1-
AND_OR_NOT,upper,61692,0xf0fc,0x00af,x1 + x2 + x1*x2 + x1*x3 + x1*x2*x3,3,1.6666666666666667,4,1.6666666666666667,4.0,exact prime cover,4,DNF(f),DNF(f),-1-0 --1-
AND_OR_NOT,upper,61695,0xf0ff,0x00aa,1 + x3 + x2*x3,2,1.3333333333333333,3,1.3333333333333333,3.0,exact prime cover,3,CNF(f),DNF(f);CNF(f),--01
AND_OR_NOT,upper,61986,0xf222,0x0bbb,x0 + x0*x1 + x2*x3 + x0*x2*x3 + x0*x1*x2*x3,4,2.2857142857142856,7,2.2857142857142856,5.0,exact prime cover,5,DNF(f),DNF(f),10-- --11
AND_OR_NOT,upper,62192,0xf2f0,0x00bf,x2 + x0*x3 + x0*x1*x3 + x0*x2*x3 + x0*x1*x2*x3,4,1.5873015873015874,5,1.5873015873015874,5.0,exact prime cover,5,DNF(f),DNF(f),--1- 10-1
AND_OR_NOT,upper,62194,0xf2f2,0x00af,x0 + x0*x1 + x2 + x0*x2 + x0*x1*x2,3,1.6666666666666667,4,1.6666666666666667,4.0,exact prime cover,4,DNF(f),DNF(f),10-- --1-
AND_OR_NOT,upper,62207,0xf2ff,0x008a,1 + x3 + x0*x3 + x0*x1*x3 + x2*x3 + x0*x2*x3 + x0*x1*x2*x3,5,1.641025641025641,5,1.641025641025641,6.0,exact prime cover,6,DNF(f),DNF(f),---0 10-- --1-
AND_OR_NOT,upper,62208,0xf300,0x0aff,x3 + x1*x3 + x1*x2*x3,3,1.6666666666666667,4,1.6666666666666667,4.0,exact prime cover,4,CNF(f),CNF(f),---0 -10-
AND_OR_NOT,upper,62259,0xf333,0x0aaa,1 + x1 + x1*x2*x3,3,1.6666666666666667,4,1.6666666666666667,4.0,exact prime cover,4,DNF(f),DNF(f),-0-- --11
AND_OR_NOT,upper,62289,0xf351,0x0ace,1 + x0 + x1 + x0*x1 + x1*x2 + x0*x1*x2 + x0*x3 + x0*x1*x3 + x0*x1*x2*x3,5,2.2857142857142856,7,2.2857142857142856,6.0,exact prime cover,6,CNF(f),CNF(f),1--0 -10-
AND_OR_NOT,upper,62370,0xf3a2,0x03ab,x0 + x0*x1 + x0*x1*x2 + x3 + x0*x3 + x1*x3 + x0*x1*x3 + x1*x2*x3 + x0*x1*x2*x3,4,2.2857142857142856,7,2.2857142857142856,5.0,exact prime cover,5,CNF(f),CNF(f),0--0 -10-
AND_OR_NOT,upper,62395,0xf3bb,0x028a,1 + x1 + x0*x1 + x0*x1*x3 + x1*x2*x3,6,2.083333333333333,5,2.083333333333333,7.0,exact prime cover,7,DNF(f),DNF(f),-0-- 1--0 --11
AND_OR_NOT,upper,62400,0xf3c0,0x03cf,x1*x2 + x3 + x1*x3,4,2.25,4,2.25,5.0,exact prime cover,5,CNF(f),DNF(f);CNF(f),-0-0 -10-
AND_OR_NOT,upper,62417,0xf3d1,0x02ce,1 + x0 + x1 + x0*x1 + x1*x2 + x0*x3 + x0*x1*x3,6,2.4,5,2.4,7.0,exact prime cover,7,CNF(f),CNF(f),10-0 -10-
AND_OR_NOT,upper,62434,0xf3e2,0x01ab,x0 + x0*x1 + x1*x2 + x3 + x0*x3 + x1*x3 + x0*x1*x3,5,2.4,5,2.4,6.0,exact prime cover,6,CNF(f),CNF(f),00-0 -10-
AND_OR_NOT,upper,62448,0xf3f0,0x00af,x2 + x3 + x1*x3 + x2*x3 + x1*x2*x3,3,1.6666666666666667,4,1.6666666666666667,4.0,exact prime cover,4,DNF(f),DNF(f),--1- -0-1
AND_OR_NOT,upper,62451,0xf3f3,0x00aa,1 + x1 + x1*x2,2,1.3333333333333333,3,1.3333333333333333,3.0,exact prime cover,3,CNF(f),DNF(f);CNF(f),-10-
AND_OR_NOT,upper,62459,0xf3fb,0x008a,1 + x1 + x0*x1 + x1*x2 + x0*x1*x2 + x0*x1*x3 + x0*x1*x2*x3,5,1.641025641025641,5,1.641025641025641,6.0,exact prime cover,6,DNF(f),DNF(f),-0-- 1--0 --1-
AND_OR_NOT,upper,62532,0xf444,0x0bbb,x1 + x0*x1 + x2*x3 + x1*x2*x3 + x0*x1*x2*x3,4,2.2857142857142856,7,2.2857142857142856,5.0,exact prime cover,5,DNF(f),DNF(f),01-- --11
AND_OR_NOT,upper,62704,0xf4f0,0x00bf,x2 + x1*x3 + x0*x1*x3 + x1*x2*x3 + x0*x1*x2*x3,4,1.5873015873015874,5,1.5873015873015874,5.0,exact prime cover,5,DNF(f),DNF(f),--1- 01-1
AND_OR_NOT,upper,62708,0xf4f4,0x00af,x1 + x0*x1 + x2 + x1*x2 + x0*x1*x2,3,1.6666666666666667,4,1.6666666666666667,4.0,exact prime cover,4,DNF(f),DNF(f),01-- --1-
AND_OR_NOT,upper,62719,0xf4ff,0x008a,1 + x3 + x1*x3 + x0*x1*x3 + x2*x3 + x1*x2*x3 + x0*x1*x2*x3,5,1.641025641025641,5,1.641025641025641,6.0,exact prime cover,6,DNF(f),DNF(f),---0 01-- --1-
AND_OR_NOT,upper,62720,0xf500,0x0aff,x3 + x0*x3 + x0*x2*x3,3,1.6666666666666667,4,1.6666666666666667,4.0,exact prime cover,4,CNF(f),CNF(f),---0 1-0-
AND_OR_NOT,upper,62769,0xf531,0x0ace,1 + x0 + x1 + x0*x1 + x0*x2 + x0*x1*x2 + x1*x3 + x0*x1*x3 + x0*x1*x2*x3,5,2.2857142857142856,7,2.2857142857142856,6.0,exact prime cover,6,CNF(f),CNF(f),1-0- -1-0
AND_OR_NOT,upper,62805,0xf555,0x0aaa,1 + x0 + x0*x2*x3,3,1.6666666666666667,4,1.6666666666666667,4.0,exact prime cover,4,DNF(f),DNF(f),0--- --11
AND_OR_NOT,upper,62880,0xf5a0,0x03cf,x0*x2 + x3 + x0*x3,4,2.25,4,2.25,5.0,exact prime cover,5,CNF(f),DNF(f);CNF(f),0--0 1-0-
AND_OR_NOT,upper,62897,0xf5b1,0x02ce,1 + x0 + x1 + x0*x1 + x0*x2 + x1*x3 + x0*x1*x3,6,2.4,5,2.4,7.0,exact prime cover,7,CNF(f),CNF(f),1-0- 01-0
AND_OR_NOT,upper,62916,0xf5c4,0x03ab,x1 + x0*x1 + x0*x1*x2 + x3 + x0*x3 + x1*x3 + x0*x1*x3 + x0*x2*x3 + x0*x1*x2*x3,4,2.2857142857142856,7,2.2857142857142856,5.0,exact prime cover,5,CNF(f),CNF(f),-0-0 1-0-
AND_OR_NOT,upper,62941,0xf5dd,0x028a,1 + x0 + x0*x1 + x0*x1*x3 + x0*x2*x3,6,2.083333333333333,5,2.083333333333333,7.0,exact prime cover,7,DNF(f),DNF(f),0--- -1-0 --11
AND_OR_NOT,upper,62948,0xf5e4,0x01ab,x1 + x0*x1 + x0*x2 + x3 + x0*x3 + x1*x3 + x0*x1*x3,5,2.4,5,2.4,6.0,exact prime cover,6,CNF(f),CNF(f),00-0 1-0-
AND_OR_NOT,upper,62960,0xf5f0,0x00af,x2 + x3 + x0*x3 + x2*x3 + x0*x2*x3,3,1.6666666666666667,4,1.6666666666666667,4.0,exact prime cover,4,DNF(f),DNF(f),--1- 0--1
AND_OR_NOT,upper,62965,0xf5f5,0x00aa,1 + x0 + x0*x2,2,1.3333333333333333,3,1.3333333333333333,3.0,exact prime cover,3,CNF(f),DNF(f);CNF(f),1-0-
AND_OR_NOT,upper,62973,0xf5fd,0x008a,1 + x0 + x0*x1 + x0*x2 + x0*x1*x2 + x0*x1*x3 + x0*x1*x2*x3,5,1.641025641025641,5,1.641025641025641,6.0,exact prime cover,6,DNF(f),DNF(f),0--- -1-0 --1-
AND_OR_NOT,upper,63411,0xf7b3,0x028a,1 + x1 + x0*x1*x2 + x1*x3 + x0*x1*x3,6,2.083333333333333,5,2.083333333333333,7.0,exact prime cover,7,DNF(f),DNF(f),-0-- 1-1- 0--1
AND_OR_NOT,upper,63445,0xf7d5,0x028a,1 + x0 + x0*x1*x2 + x0*x3 + x0*x1*x3,6,2.083333333333333,5,2.083333333333333,7.0,exact prime cover,7,DNF(f),DNF(f),0--- -11- -0-1
AND_OR_NOT,upper,63475,0xf7f3,0x008a,1 + x1 + x1*x2 + x1*x3 + x0*x1*x3 + x1*x2*x3 + x0*x1*x2*x3,5,1.641025641025641,5,1.641025641025641,6.0,exact prime cover,6,DNF(f),DNF(f),-0-- --1- 0--1
AND_OR_NOT,upper,63477,0xf7f5,0x008a,1 + x0 + x0*x2 + x0*x3 + x0*x1*x3 + x0*x2*x3 + x0*x1*x2*x3,5,1.641025641025641,5,1.641025641025641,6.0,exact prime cover,6,DNF(f),DNF(f),0--- --1- -0-1
AND_OR_NOT,upper,63496,0xf808,0x07f7,x0*x1 + x0*x1*x2 + x2*x3,5,2.4,5,2.4,6.0,exact prime cover,6,DNF(f),DNF(f),110- --11
AND_OR_NOT,upper,63624,0xf888,0x0777,x0*x1 + x2*x3 + x0*x1*x2*x3,3,2.2857142857142856,7,2.2857142857142856,4.0,exact prime cover,4,DNF(f),DNF(f),11-- --11
AND_OR_NOT,upper,63728,0xf8f0,0x007f,x2 + x0*x1*x3 + x0*x1*x2*x3,3,1.5873015873015874,5,1.5873015873015874,4.0,exact prime cover,4,DNF(f),DNF(f),--1- 11-1
AND_OR_NOT,upper,63736,0xf8f8,0x003f,x0*x1 + x2 + x0*x1*x2,2,1.6666666666666667,4,1.6666666666666667,3.0,exact prime cover,3,DNF(f),DNF(f),11-- --1-
AND_OR_NOT,upper,63743,0xf8ff,0x002a,1 + x3 + x0*x1*x3 + x2*x3 + x0*x1*x2*x3,4,1.641025641025641,5,1.641025641025641,5.0,exact prime cover,5,DNF(f),DNF(f),---0 11-- --1-
AND_OR_NOT,upper,64000,0xfa00,0x03ff,x0*x3 + x2*x3 + x0*x2*x3,2,1.6666666666666667,4,1.6666666666666667,3.0,exact prime cover,3,CNF(f),CNF(f),---0 0-0-
AND_OR_NOT,upper,64010,0xfa0a,0x03cf,x0 + x0*x2 + x2*x3,4,2.25,4,2.25,5.0,exact prime cover,5,CNF(f),DNF(f);CNF(f),0-0- --10
AND_OR_NOT,upper,64050,0xfa32,0x03ab,x0 + x0*x1 + x2 + x0*x2 + x1*x2 + x0*x1*x2 + x0*x1*x3 + x1*x2*x3 + x0*x1*x2*x3,4,2.2857142857142856,7,2.2857142857142856,5.0,exact prime cover,5,CNF(f),CNF(f),0-0- -1-0
AND_OR_NOT,upper,64080,0xfa50,0x03cf,x2 + x0*x2 + x0*x3,4,2.25,4,2.25,5.0,exact prime cover,5,CNF(f),DNF(f);CNF(f),0-0- 1--0
AND_OR_NOT,upper,64170,0xfaaa,0x003f,x0 + x2*x3 + x0*x2*x3,2,1.6666666666666667,4,1.6666666666666667,3.0,exact prime cover,3,DNF(f),DNF(f),1--- --11
AND_OR_NOT,upper,64200,0xfac8,0x0357,x0*x1 + x1*x2 + x0*x1*x2 + x0*x3 + x0*x1*x3 + x2*x3 + x0*x2*x3 + x1*x2*x3 + x0*x1*x2*x3,3,2.2857142857142856,7,2.2857142857142856,4.0,exact prime cover,4,CNF(f),CNF(f),-0-0 0-0-
AND_OR_NOT,upper,64202,0xfaca,0x0257,x0 + x0*x2 + x1*x2 + x2*x3 + x1*x2*x3,5,2.4,5,2.4,6.0,exact prime cover,6,CNF(f),CNF(f),0-0- -010
AND_OR_NOT,upper,64204,0xfacc,0x0257,x1 + x0*x3 + x1*x3 + x2*x3 + x0*x2*x3,5,2.4,5,2.4,6.0,exact prime cover,6,CNF(f),CNF(f),-0-0 0-01
AND_OR_NOT,upper,64206,0xface,0x0247,x0 + x1 + x0*x1 + x0*x2 + x0*x1*x2 + x1*x3 + x0*x1*x3 + x2*x3 + x0*x1*x2*x3,7,2.6181818181818177,7,2.6181818181818177,8.0,exact prime cover,8,DNF(f),DNF(f),1-0- -1-0 --11
AND_OR_NOT,upper,64216,0xfad8,0x0257,x0*x1 + x2 + x0*x2 + x0*x3 + x0*x1*x3,5,2.4,5,2.4,6.0,exact prime cover,6,CNF(f),CNF(f),0-0- 10-0
AND_OR_NOT,upper,64220,0xfadc,0x0247,x1 + x2 + x0*x2 + x1*x2 + x0*x1*x2 + x0*x3 + x1*x3 + x1*x2*x3 + x0*x1*x2*x3,7,2.6181818181818177,7,2.6181818181818177,8.0,exact prime cover,8,DNF(f),DNF(f),-1-0 0-1- 1--1
AND_OR_NOT,upper,64238,0xfaee,0x001b,x0 + x1 + x0*x1 + x1*x3 + x0*x1*x3 + x2*x3 + x0*x2*x3,5,2.083333333333333,5,2.083333333333333,6.0,exact prime cover,6,DNF(f),DNF(f),1--- -1-0 --11
AND_OR_NOT,upper,64240,0xfaf0,0x003f,x2 + x0*x3 + x0*x2*x3,2,1.6666666666666667,4,1.6666666666666667,3.0,exact prime cover,3,DNF(f),DNF(f),--1- 1--1
AND_OR_NOT,upper,64250,0xfafa,0x000f,x0 + x2 + x0*x2,1,1.3333333333333333,3,1.3333333333333333,2.0,exact prime cover,2,CNF(f),DNF(f);CNF(f),0-0-
AND_OR_NOT,upper,64252,0xfafc,0x001b,x1 + x2 + x1*x2 + x0*x3 + x1*x3 + x0*x2*x3 + x1*x2*x3,5,2.083333333333333,5,2.083333333333333,6.0,exact prime cover,6,DNF(f),DNF(f),-1-0 --1- 1--1
AND_OR_NOT,upper,64254,0xfafe,0x000b,x0 + x1 + x0*x1 + x2 + x0*x2 + x1*x2 + x0*x1*x2 + x1*x3 + x0*x1*x3 + x1*x2*x3 + x0*x1*x2*x3,4,1.641025641025641,5,1.641025641025641,5.0,exact prime cover,5,DNF(f),DNF(f),1--- -1-0 --1-
AND_OR_NOT,upper,64255,0xfaff,0x000a,1 + x3 + x0*x3 + x2*x3 + x0*x2*x3,3,1.2857142857142856,4,1.2857142857142856,4.0,exact prime cover,4,CNF(f),DNF(f);CNF(f),0-01
AND_OR_NOT,upper,64256,0xfb00,0x02ff,x3 + x1*x3 + x0*x1*x3 + x1*x2*x3 + x0*x1*x2*x3,4,1.5873015873015874,5,1.5873015873015874,5.0,exact prime cover,5,CNF(f),CNF(f),---0 010-
AND_OR_NOT,upper,64267,0xfb0b,0x02ce,1 + x1 + x0*x1 + x2 + x1*x2 + x0*x1*x2 + x2*x3,6,2.4,5,2.4,7.0,exact prime cover,7,CNF(f),CNF(f),010- --10
AND_OR_NOT,upper,64315,0xfb3b,0x028a,1 + x1 + x0*x1 + x0*x1*x2 + x1*x2*x3,6,2.083333333333333,5,2.083333333333333,7.0,exact prime cover,7,DNF(f),DNF(f),-0-- 1-0- --11
AND_OR_NOT,upper,64337,0xfb51,0x02ce,1 + x0 + x1 + x0*x1 + x1*x2 + x0*x1*x2 + x0*x3,6,2.4,5,2.4,7.0,exact prime cover,7,CNF(f),CNF(f),1--0 010-
AND_OR_NOT,upper,64371,0xfb73,0x028a,1 + x1 + x1*x2 + x0*x1*x2 + x0*x1*x3,6,2.083333333333333,5,2.083333333333333,7.0,exact prime cover,7,DNF(f),DNF(f),-0-- 0-1- 1--1
AND_OR_NOT,upper,64443,0xfbbb,0x002a,1 + x1 + x0*x1 + x1*x2*x3 + x0*x1*x2*x3,4,1.641025641025641,5,1.641025641025641,5.0,exact prime cover,5,DNF(f),DNF(f),-0-- 1--- --11
AND_OR_NOT,upper,64456,0xfbc8,0x0257,x0*x1 + x1*x2 + x0*x1*x2 + x3 + x1*x3,5,2.4,5,2.4,6.0,exact prime cover,6,CNF(f),CNF(f),-0-0 010-
AND_OR_NOT,upper,64458,0xfbca,0x0247,x0 + x0*x2 + x1*x2 + x3 + x0*x3 + x1*x3 + x0*x1*x3 + x0*x2*x3 + x0*x1*x2*x3,7,2.6181818181818177,7,2.6181818181818177,8.0,exact prime cover,8,DNF(f),DNF(f),1-0- -11- -0-1
AND_OR_NOT,upper,64472,0xfbd8,0x0247,x0*x1 + x2 + x0*x2 + x3 + x1*x3 + x2*x3 + x0*x2*x3 + x1*x2*x3 + x0*x1*x2*x3,7,2.6181818181818177,7,2.6181818181818177,8.0,exact prime cover,8,DNF(f),DNF(f),11-- 0-1- -0-1
AND_OR_NOT,upper,64490,0xfbea,0x001b,x0 + x1*x2 + x0*x1*x2 + x3 + x0*x3 + x1*x3 + x0*x1*x3,5,2.083333333333333,5,2.083333333333333,6.0,exact prime cover,6,DNF(f),DNF(f),1--- -11- -0-1
AND_OR_NOT,upper,64499,0xfbf3,0x002a,1 + x1 + x1*x2 + x0*x1*x3 + x0*x1*x2*x3,4,1.641025641025641,5,1.641025641025641,5.0,exact prime cover,5,DNF(f),DNF(f),-0-- --1- 1--1
AND_OR_NOT,upper,64504,0xfbf8,0x001b,x0*x1 + x2 + x0*x1*x2 + x3 + x1*x3 + x2*x3 + x1*x2*x3,5,2.083333333333333,5,2.083333333333333,6.0,exact prime cover,6,DNF(f),DNF(f),11-- --1- -0-1
AND_OR_NOT,upper,64506,0xfbfa,0x000b,x0 + x2 + x0*x2 + x3 + x0*x3 + x1*x3 + x0*x1*x3 + x2*x3 + x0*x2*x3 + x1*x2*x3 + x0*x1*x2*x3,4,1.641025641025641,5,1.641025641025641,5.0,exact prime cover,5,DNF(f),DNF(f),1--- --1- -0-1
AND_OR_NOT,upper,64507,0xfbfb,0x000a,1 + x1 + x0*x1 + x1*x2 + x0*x1*x2,3,1.2857142857142856,4,1.2857142857142856,4.0,exact prime cover,4,CNF(f),DNF(f);CNF(f),010-
AND_OR_NOT,upper,64512,0xfc00,0x03ff,x1*x3 + x2*x3 + x1*x2*x3,2,1.6666666666666667,4,1.6666666666666667,3.0,exact prime cover,3,CNF(f),CNF(f),---0 -00-
AND_OR_NOT,upper,64524,0xfc0c,0x03cf,x1 + x1*x2 + x2*x3,4,2.25,4,2.25,5.0,exact prime cover,5,CNF(f),DNF(f);CNF(f),-00- --10
AND_OR_NOT,upper,64560,0xfc30,0x03cf,x2 + x1*x2 + x1*x3,4,2.25,4,2.25,5.0,exact prime cover,5,CNF(f),DNF(f);CNF(f),-00- -1-0
AND_OR_NOT,upper,64596,0xfc54,0x03ab,x1 + x0*x1 + x2 + x0*x2 + x1*x2 + x0*x1*x2 + x0*x1*x3 + x0*x2*x3 + x0*x1*x2*x3,4,2.2857142857142856,7,2.2857142857142856,5.0,exact prime cover,5,CNF(f),CNF(f),-00- 1--0
AND_OR_NOT,upper,64680,0xfca8,0x0357,x0*x1 + x0*x2 + x0*x1*x2 + x1*x3 + x0*x1*x3 + x2*x3 + x0*x2*x3 + x1*x2*x3 + x0*x1*x2*x3,3,2.2857142857142856,7,2.2857142857142856,4.0,exact prime cover,4,CNF(f),CNF(f),-00- 0--0
AND_OR_NOT,upper,64682,0xfcaa,0x0257,x0 + x0*x3 + x1*x3 + x2*x3 + x1*x2*x3,5,2.4,5,2.4,6.0,exact prime cover,6,CNF(f),CNF(f),0--0 -001
AND_OR_NOT,upper,64684,0xfcac,0x0257,x1 + x0*x2 + x1*x2 + x2*x3 + x0*x2*x3,5,2.4,5,2.4,6.0,exact prime cover,6,CNF(f),CNF(f),-00- 0-10
AND_OR_NOT,upper,64686,0xfcae,0x0247,x0 + x1 + x0*x1 + x1*x2 + x0*x1*x2 + x0*x3 + x0*x1*x3 + x2*x3 + x0*x1*x2*x3,7,2.6181818181818177,7,2.6181818181818177,8.0,exact prime cover,8,DNF(f),DNF(f),1--0 -10- --11
AND_OR_NOT,upper,64696,0xfcb8,0x0257,x0*x1 + x2 + x1*x2 + x1*x3 + x0*x1*x3,5,2.4,5,2.4,6.0,exact prime cover,6,CNF(f),CNF(f),-00- 01-0
AND_OR_NOT,upper,64698,0xfcba,0x0247,x0 + x2 + x0*x2 + x1*x2 + x0*x1*x2 + x0*x3 + x1*x3 + x0*x2*x3 + x0*x1*x2*x3,7,2.6181818181818177,7,2.6181818181818177,8.0,exact prime cover,8,DNF(f),DNF(f),1--0 -01- -1-1
AND_OR_NOT,upper,64716,0xfccc,0x003f,x1 + x2*x3 + x1*x2*x3,2,1.6666666666666667,4,1.6666666666666667,3.0,exact prime cover,3,DNF(f),DNF(f),-1-- --11
AND_OR_NOT,upper,64750,0xfcee,0x001b,x0 + x1 + x0*x1 + x0*x3 + x0*x1*x3 + x2*x3 + x1*x2*x3,5,2.083333333333333,5,2.083333333333333,6.0,exact prime cover,6,DNF(f),DNF(f),1--0 -1-- --11
