truth_table,mean_certificate_size,anf_terms_degree_1,khrapchenko_product,decision_tree_leaf_count,target_NAND,lower_NAND,upper_NAND,position_NAND,target_NOR,lower_NOR,upper_NOR,position_NOR,target_AND_OR_NOT,lower_AND_OR_NOT,upper_AND_OR_NOT,position_AND_OR_NOT,exact_aon_cover_upper
13231,2.125,1,2.4,5,7.0,2.4,15.0,0.4444444444444444,8.0,2.4,15.0,0.5238095238095238,6.0,2.4,8.0,0.8214285714285714,8
13232,2.0625,2,2.2857142857142856,6,7.0,2.2857142857142856,17.25,0.3818615751789976,6.0,2.2857142857142856,17.25,0.315035799522673,6.0,2.2857142857142856,9.0,0.7021276595744681,9
13233,2.125,2,2.25,6,9.0,2.25,17.25,0.5166666666666667,9.0,2.25,17.25,0.5166666666666667,8.0,2.25,10.222222222222221,0.8466898954703833,11
13234,2.125,3,2.25,8,10.0,2.25,21.75,0.44871794871794873,8.0,2.25,21.75,0.34615384615384615,8.0,2.25,13.0,0.627906976744186,13
13235,1.5625,1,1.5873015873015874,5,5.0,1.5873015873015874,15.0,0.3289940828402367,7.0,1.5873015873015874,15.0,0.47810650887573963,5.0,1.5873015873015874,6.0,1.0,6
13236,2.4375,3,4.0,8,13.0,4.0,21.75,0.5633802816901409,11.0,4.0,21.75,0.4507042253521127,10.0,4.0,13.11111111111111,0.7682926829268293,16
13237,2.3125,1,3.111111111111111,7,10.0,3.111111111111111,19.5,0.48135593220338985,10.0,3.111111111111111,19.5,0.48135593220338985,9.0,3.111111111111111,11.666666666666666,0.8051948051948052,12
13238,2.4375,4,4.063492063492063,9,15.0,4.063492063492063,24.0,0.5987261146496815,13.0,4.063492063492063,24.0,0.4984076433121019,11.0,4.063492063492063,14.555555555555555,0.7564296520423601,18
13239,1.75,0,2.4,6,8.0,2.4,17.25,0.4444444444444444,11.0,2.4,17.25,0.6464646464646464,7.0,2.4,10.0,0.7368421052631579,10
13240,2.25,2,3.0625,6,8.0,3.0625,17.25,0.4185022026431718,8.0,3.0625,17.25,0.4185022026431718,7.0,3.0625,10.0,0.7117117117117117,10
13241,2.25,2,3.111111111111111,7,10.0,3.111111111111111,19.5,0.48135593220338985,9.0,3.111111111111111,19.5,0.4203389830508475,9.0,3.111111111111111,11.666666666666666,0.8051948051948052,12
13242,2.0625,3,2.2857142857142856,6,8.0,2.2857142857142856,17.25,0.4486873508353222,7.0,2.2857142857142856,17.25,0.3818615751789976,6.0,2.2857142857142856,9.0,0.7021276595744681,9
13243,1.5,1,1.6666666666666667,4,3.0,1.6666666666666667,12.75,0.21052631578947364,6.0,1.6666666666666667,12.75,0.48120300751879697,4.0,1.6666666666666667,5.0,1.0,5
13244,2.375,3,4.063492063492063,7,10.0,4.063492063492063,19.5,0.44935732647814913,9.0,4.063492063492063,19.5,0.38457583547557844,8.0,4.063492063492063,11.666666666666666,0.6492693110647182,12
13245,2.375,1,3.2666666666666666,8,11.0,3.2666666666666666,21.75,0.47249774571686204,12.0,3.2666666666666666,21.75,0.5266005410279532,10.0,3.2666666666666666,13.11111111111111,0.7855530474040632,14
13246,2.25,4,3.2666666666666666,7,12.0,3.2666666666666666,19.5,0.5995893223819302,10.0,3.2666666666666666,19.5,0.4763860369609856,9.0,3.2666666666666666,11.666666666666666,0.8015873015873017,13
13247,1.5625,0,1.818181818181818,5,5.0,1.818181818181818,15.0,0.3172413793103448,8.0,1.818181818181818,15.0,0.5448275862068965,5.0,1.818181818181818,7.0,0.8070175438596491,7
13248,2.125,1,3.2666666666666666,5,7.0,3.2666666666666666,15.0,0.4034090909090909,6.0,3.2666666666666666,15.0,0.3181818181818182,5.0,3.2666666666666666,7.0,0.7321428571428571,7
13249,2.375,3,4.063492063492063,7,12.0,4.063492063492063,19.5,0.5789203084832905,9.0,4.063492063492063,19.5,0.38457583547557844,9.0,4.063492063492063,11.666666666666666,0.7807933194154489,12
13250,2.375,2,4.063492063492063,7,11.0,4.063492063492063,19.5,0.5141388174807198,10.0,4.063492063492063,19.5,0.44935732647814913,9.0,4.063492063492063,11.666666666666666,0.7807933194154489,12
13251,2.25,2,4.0,6,9.0,4.0,17.25,0.4528301886792453,9.0,4.0,17.25,0.4528301886792453,8.0,4.0,10.222222222222221,0.8035714285714287,11
13252,2.25,2,4.063492063492063,6,9.0,4.063492063492063,17.25,0.45019560637977735,7.0,4.063492063492063,17.25,0.29852542882937105,7.0,4.063492063492063,10.0,0.6631016042780749,10
13253,2.5,2,4.0,6,10.0,4.0,17.25,0.5283018867924528,9.0,4.0,17.25,0.4528301886792453,8.0,4.0,10.222222222222221,0.8035714285714287,12
13254,2.5,3,5.0625,8,13.0,5.0625,21.75,0.5355805243445693,11.0,5.0625,21.75,0.4157303370786517,10.0,5.0625,13.11111111111111,0.7377049180327869,16
13255,2.375,1,4.063492063492063,7,10.0,4.063492063492063,19.5,0.44935732647814913,10.0,4.063492063492063,19.5,0.44935732647814913,9.0,4.063492063492063,11.666666666666666,0.7807933194154489,12
13256,2.25,1,4.063492063492063,6,8.0,4.063492063492063,17.25,0.3743605176045742,6.0,4.063492063492063,17.25,0.22269034005416793,6.0,4.063492063492063,9.0,0.594855305466238,9
13257,2.5,3,5.0625,8,13.0,5.0625,21.75,0.5355805243445693,9.0,5.0625,21.75,0.2958801498127341,10.0,5.0625,13.11111111111111,0.7377049180327869,16
13258,2.5,2,4.0,6,9.0,4.0,17.25,0.4528301886792453,9.0,4.0,17.25,0.4528301886792453,8.0,4.0,10.222222222222221,0.8035714285714287,11
13259,2.375,2,4.063492063492063,7,10.0,4.063492063492063,19.5,0.44935732647814913,9.0,4.063492063492063,19.5,0.38457583547557844,9.0,4.063492063492063,11.666666666666666,0.7807933194154489,12
13260,2.0,2,4.0,4,5.0,4.0,12.75,0.22857142857142856,5.0,4.0,12.75,0.22857142857142856,4.0,4.0,6.0,0.5,6
13261,2.25,2,4.063492063492063,6,10.0,4.063492063492063,17.25,0.5260306951549805,8.0,4.063492063492063,17.25,0.3743605176045742,7.0,4.063492063492063,10.0,0.6631016042780749,10
13262,2.25,3,4.063492063492063,6,9.0,4.063492063492063,17.25,0.45019560637977735,9.0,4.063492063492063,17.25,0.45019560637977735,7.0,4.063492063492063,10.222222222222221,0.6391752577319588,11
13263,2.125,1,3.2666666666666666,5,7.0,3.2666666666666666,15.0,0.4034090909090909,8.0,3.2666666666666666,15.0,0.4886363636363636,6.0,3.2666666666666666,8.0,0.7887323943661971,8
13264,2.25,2,3.111111111111111,6,9.0,3.111111111111111,17.25,0.48722986247544203,8.0,3.111111111111111,17.25,0.4165029469548134,7.0,3.111111111111111,10.0,0.7096774193548387,10
13265,2.25,2,3.0625,6,9.0,3.0625,17.25,0.4889867841409692,9.0,3.0625,17.25,0.4889867841409692,8.0,3.0625,10.222222222222221,0.8292919495635307,11
13266,2.4375,3,4.0,8,13.0,4.0,21.75,0.5633802816901409,11.0,4.0,21.75,0.4507042253521127,11.0,4.0,13.11111111111111,0.8780487804878049,16
13267,2.25,1,3.111111111111111,7,9.0,3.111111111111111,19.5,0.4203389830508475,10.0,3.111111111111111,19.5,0.48135593220338985,9.0,3.111111111111111,11.666666666666666,0.8051948051948052,12
13268,2.5,3,4.0,8,11.0,4.0,21.75,0.4507042253521127,10.0,4.0,21.75,0.39436619718309857,9.0,4.0,13.11111111111111,0.6585365853658537,15
13269,2.25,1,3.111111111111111,6,7.0,3.111111111111111,17.25,0.34577603143418467,9.0,3.111111111111111,17.25,0.48722986247544203,7.0,3.111111111111111,10.222222222222221,0.6875000000000001,11
13270,2.625,4,5.142857142857143,9,15.0,5.142857142857143,24.0,0.5757575757575758,14.0,5.142857142857143,24.0,0.5227272727272727,12.0,5.142857142857143,14.555555555555555,0.8347386172006747,19
13271,2.25,0,3.2666666666666666,7,9.0,3.2666666666666666,19.5,0.41478439425051333,12.0,3.2666666666666666,19.5,0.5995893223819302,9.0,3.2666666666666666,11.666666666666666,0.8015873015873017,13
13272,2.5,2,4.0,6,9.0,4.0,17.25,0.4528301886792453,9.0,4.0,17.25,0.4528301886792453,8.0,4.0,10.222222222222221,0.8035714285714287,11
13273,2.375,2,4.063492063492063,7,10.0,4.063492063492063,19.5,0.44935732647814913,9.0,4.063492063492063,19.5,0.38457583547557844,9.0,4.063492063492063,11.666666666666666,0.7807933194154489,12
13274,2.5625,3,4.063492063492063,7,11.0,4.063492063492063,19.5,0.5141388174807198,11.0,4.063492063492063,19.5,0.5141388174807198,9.0,4.063492063492063,11.666666666666666,0.7807933194154489,13
13275,2.375,1,3.2666666666666666,8,11.0,3.2666666666666666,21.75,0.47249774571686204,12.0,3.2666666666666666,21.75,0.5266005410279532,10.0,3.2666666666666666,13.11111111111111,0.7855530474040632,14
13276,2.25,3,4.063492063492063,6,9.0,4.063492063492063,17.25,0.45019560637977735,9.0,4.063492063492063,17.25,0.45019560637977735,7.0,4.063492063492063,10.222222222222221,0.6391752577319588,11
13277,2.125,1,3.2666666666666666,5,7.0,3.2666666666666666,15.0,0.4034090909090909,8.0,3.2666666666666666,15.0,0.4886363636363636,6.0,3.2666666666666666,8.0,0.7887323943661971,8
13278,2.375,4,4.266666666666667,7,12.0,4.266666666666667,19.5,0.5733041575492341,12.0,4.266666666666667,19.5,0.5733041575492341,9.0,4.266666666666667,11.666666666666666,0.7747747747747749,14
13279,2.125,0,2.6181818181818177,6,9.0,2.6181818181818177,17.25,0.5045045045045046,10.0,2.6181818181818177,17.25,0.5728487107797453,7.0,2.6181818181818177,9.0,0.8433048433048433,9
13280,2.25,1,3.111111111111111,6,8.0,3.111111111111111,17.25,0.4165029469548134,7.0,3.111111111111111,17.25,0.34577603143418467,6.0,3.111111111111111,9.0,0.660377358490566,9
13281,2.4375,3,4.0,8,13.0,4.0,21.75,0.5633802816901409,11.0,4.0,21.75,0.4507042253521127,10.0,4.0,13.11111111111111,0.7682926829268293,16
13282,2.25,2,3.0625,6,8.0,3.0625,17.25,0.4185022026431718,8.0,3.0625,17.25,0.4185022026431718,7.0,3.0625,10.0,0.7117117117117117,10
13283,2.25,2,3.111111111111111,7,10.0,3.111111111111111,19.5,0.48135593220338985,9.0,3.111111111111111,19.5,0.4203389830508475,9.0,3.111111111111111,11.666666666666666,0.8051948051948052,12
13284,2.5,2,4.0,6,9.0,4.0,17.25,0.4528301886792453,9.0,4.0,17.25,0.4528301886792453,8.0,4.0,10.222222222222221,0.8035714285714287,11
13285,2.5625,2,4.063492063492063,7,11.0,4.063492063492063,19.5,0.5141388174807198,11.0,4.063492063492063,19.5,0.5141388174807198,9.0,4.063492063492063,11.666666666666666,0.7807933194154489,13
13286,2.375,3,4.063492063492063,7,10.0,4.063492063492063,19.5,0.44935732647814913,9.0,4.063492063492063,19.5,0.38457583547557844,8.0,4.063492063492063,11.666666666666666,0.6492693110647182,12
13287,2.375,1,3.2666666666666666,8,11.0,3.2666666666666666,21.75,0.47249774571686204,12.0,3.2666666666666666,21.75,0.5266005410279532,10.0,3.2666666666666666,13.11111111111111,0.7855530474040632,14
13288,2.5,1,4.0,8,11.0,4.0,21.75,0.4507042253521127,9.0,4.0,21.75,0.3380281690140845,8.0,4.0,13.0,0.5555555555555556,13
13289,2.625,3,5.142857142857143,9,15.0,5.142857142857143,24.0,0.5757575757575758,12.0,5.142857142857143,24.0,0.41666666666666663,12.0,5.142857142857143,14.555555555555555,0.8347386172006747,18
13290,2.25,2,3.111111111111111,6,8.0,3.111111111111111,17.25,0.4165029469548134,8.0,3.111111111111111,17.25,0.4165029469548134,6.0,3.111111111111111,10.0,0.564516129032258,10
13291,2.25,2,3.2666666666666666,7,10.0,3.2666666666666666,19.5,0.4763860369609856,11.0,3.2666666666666666,19.5,0.5379876796714579,9.0,3.2666666666666666,11.666666666666666,0.8015873015873017,13
13292,2.25,2,4.063492063492063,6,8.0,4.063492063492063,17.25,0.3743605176045742,8.0,4.063492063492063,17.25,0.3743605176045742,6.0,4.063492063492063,10.0,0.49465240641711233,10
13293,2.375,2,4.266666666666667,7,12.0,4.266666666666667,19.5,0.5733041575492341,11.0,4.266666666666667,19.5,0.5076586433260394,9.0,4.266666666666667,11.666666666666666,0.7747747747747749,14
13294,2.125,3,3.2666666666666666,5,8.0,3.2666666666666666,15.0,0.4886363636363636,7.0,3.2666666666666666,15.0,0.4034090909090909,5.0,3.2666666666666666,7.0,0.7321428571428571,7
13295,2.125,1,2.6181818181818177,6,10.0,2.6181818181818177,17.25,0.5728487107797453,9.0,2.6181818181818177,17.25,0.5045045045045046,7.0,2.6181818181818177,9.0,0.8433048433048433,9
13296,2.0,2,2.25,4,5.0,2.25,12.75,0.35714285714285715,5.0,2.25,12.75,0.35714285714285715,4.0,2.25,6.0,0.7333333333333333,6
13297,2.0625,2,2.2857142857142856,6,7.0,2.2857142857142856,17.25,0.3818615751789976,8.0,2.2857142857142856,17.25,0.4486873508353222,7.0,2.2857142857142856,9.0,0.851063829787234,9
13298,2.0625,3,2.2857142857142856,6,8.0,2.2857142857142856,17.25,0.4486873508353222,7.0,2.2857142857142856,17.25,0.3818615751789976,6.0,2.2857142857142856,9.0,0.7021276595744681,9
13299,1.5,1,1.6666666666666667,4,3.0,1.6666666666666667,12.75,0.21052631578947364,6.0,1.6666666666666667,12.75,0.48120300751879697,4.0,1.6666666666666667,5.0,1.0,5
13300,2.25,3,3.111111111111111,6,9.0,3.111111111111111,17.25,0.48722986247544203,9.0,3.111111111111111,17.25,0.48722986247544203,7.0,3.111111111111111,10.222222222222221,0.6875000000000001,11
13301,2.125,1,2.4,5,7.0,2.4,15.0,0.4444444444444444,8.0,2.4,15.0,0.5238095238095238,6.0,2.4,8.0,0.8214285714285714,8
13302,2.25,4,3.2666666666666666,7,12.0,3.2666666666666666,19.5,0.5995893223819302,10.0,3.2666666666666666,19.5,0.4763860369609856,9.0,3.2666666666666666,11.666666666666666,0.8015873015873017,13
13303,1.5625,0,1.818181818181818,5,5.0,1.818181818181818,15.0,0.3172413793103448,8.0,1.818181818181818,15.0,0.5448275862068965,5.0,1.818181818181818,7.0,0.8070175438596491,7
13304,2.25,2,3.111111111111111,6,8.0,3.111111111111111,17.25,0.4165029469548134,8.0,3.111111111111111,17.25,0.4165029469548134,6.0,3.111111111111111,10.0,0.564516129032258,10
13305,2.25,2,3.2666666666666666,7,10.0,3.2666666666666666,19.5,0.4763860369609856,11.0,3.2666666666666666,19.5,0.5379876796714579,9.0,3.2666666666666666,11.666666666666666,0.8015873015873017,13
13306,2.125,3,2.4,5,8.0,2.4,15.0,0.5238095238095238,7.0,2.4,15.0,0.4444444444444444,5.0,2.4,7.0,0.782608695652174,7
13307,1.5625,1,1.818181818181818,5,6.0,1.818181818181818,15.0,0.3931034482758621,7.0,1.818181818181818,15.0,0.4689655172413793,5.0,1.818181818181818,8.0,0.6764705882352942,8
13308,2.125,3,3.2666666666666666,5,8.0,3.2666666666666666,15.0,0.4886363636363636,7.0,3.2666666666666666,15.0,0.4034090909090909,5.0,3.2666666666666666,7.0,0.7321428571428571,7
13309,2.125,1,2.6181818181818177,6,10.0,2.6181818181818177,17.25,0.5728487107797453,9.0,2.6181818181818177,17.25,0.5045045045045046,7.0,2.6181818181818177,9.0,0.8433048433048433,9
13310,2.125,4,2.6181818181818177,6,11.0,2.6181818181818177,17.25,0.641192917054986,8.0,2.6181818181818177,17.25,0.4361602982292638,6.0,2.6181818181818177,8.0,0.8141891891891893,8
13311,1.25,0,1.3333333333333333,3,1.0,1.3333333333333333,10.5,0.07272727272727274,6.0,1.3333333333333333,10.5,0.6181818181818183,2.0,1.3333333333333333,3.0,1.0,3
13312,1.75,0,2.5641025641025643,6,11.0,2.5641025641025643,17.25,0.6425141859450022,9.0,2.5641025641025643,17.25,0.5063291139240507,6.0,2.5641025641025643,10.0,0.596551724137931,10
13313,2.4375,4,4.083333333333334,8,16.0,4.083333333333334,21.75,0.7311320754716982,10.0,4.083333333333334,21.75,0.3915094339622642,11.0,4.083333333333334,13.11111111111111,0.8769230769230769,16
13314,2.5,1,4.083333333333334,9,15.0,4.083333333333334,24.0,0.598326359832636,11.0,4.083333333333334,24.0,0.397489539748954,10.0,4.083333333333334,14.555555555555555,0.6604774535809018,17
13315,2.5,3,4.654545454545455,8,14.0,4.654545454545455,21.75,0.60515820260569,10.0,4.654545454545455,21.75,0.3711778782238766,10.0,4.654545454545455,13.11111111111111,0.7503583373148591,15
13316,2.25,1,3.0,6,9.0,3.0,17.25,0.49122807017543857,6.0,3.0,17.25,0.2807017543859649,6.0,3.0,9.0,0.6666666666666666,9
13317,2.375,3,3.5636363636363635,7,13.0,3.5636363636363635,19.5,0.6548773531089561,9.0,3.5636363636363635,19.5,0.4038790644609241,9.0,3.5636363636363635,11.666666666666666,0.7943156320119672,13
13318,2.5625,2,4.654545454545455,8,15.0,4.654545454545455,21.75,0.6636532837011433,11.0,4.654545454545455,21.75,0.42967295931933,10.0,4.654545454545455,13.11111111111111,0.7503583373148591,15
13319,2.5,2,4.266666666666667,7,13.0,4.266666666666667,19.5,0.6389496717724289,9.0,4.266666666666667,19.5,0.37636761487964987,9.0,4.266666666666667,11.666666666666666,0.7747747747747749,13
13320,2.4375,0,4.083333333333334,8,12.0,4.083333333333334,21.75,0.5047169811320755,10.0,4.083333333333334,21.75,0.3915094339622642,9.0,4.083333333333334,13.11111111111111,0.6553846153846153,15
13321,2.8125,4,5.890909090909092,10,19.0,5.890909090909092,26.25,0.693011832998437,13.0,5.890909090909092,26.25,0.39830319267693676,14.0,5.890909090909092,16.0,0.9010791366906474,22
13322,2.5625,1,4.654545454545455,8,13.0,4.654545454545455,21.75,0.5466631215102365,10.0,4.654545454545455,21.75,0.3711778782238766,10.0,4.654545454545455,13.11111111111111,0.7503583373148591,15
13323,2.6875,3,5.4,9,16.0,5.4,24.0,0.6236559139784945,12.0,5.4,24.0,0.4086021505376344,12.0,5.4,14.555555555555555,0.8300970873786407,19
13324,2.375,1,3.5636363636363635,7,9.0,3.5636363636363635,19.5,0.4038790644609241,9.0,3.5636363636363635,19.5,0.4038790644609241,7.0,3.5636363636363635,11.666666666666666,0.5474943904263277,13
13325,2.625,3,4.266666666666667,9,13.0,4.266666666666667,24.0,0.49324324324324326,12.0,4.266666666666667,24.0,0.4425675675675676,11.0,4.266666666666667,14.555555555555555,0.7516198704103673,17
13326,2.625,2,4.266666666666667,7,12.0,4.266666666666667,19.5,0.5733041575492341,11.0,4.266666666666667,19.5,0.5076586433260394,9.0,4.266666666666667,11.666666666666666,0.7747747747747749,14
13327,2.375,2,4.063492063492063,7,10.0,4.063492063492063,19.5,0.44935732647814913,10.0,4.063492063492063,19.5,0.44935732647814913,9.0,4.063492063492063,11.666666666666666,0.7807933194154489,12
13328,2.3125,1,3.0,8,12.0,3.0,21.75,0.5333333333333333,9.0,3.0,21.75,0.37333333333333335,9.0,3.0,13.11111111111111,0.6923076923076923,14
13329,2.4375,3,3.5636363636363635,8,13.0,3.5636363636363635,21.75,0.5738565358660335,10.0,3.5636363636363635,21.75,0.40889777555611095,10.0,3.5636363636363635,13.11111111111111,0.7788827761320355,15
13330,2.6875,2,4.654545454545455,10,17.0,4.654545454545455,26.25,0.6179751631235529,13.0,4.654545454545455,26.25,0.432750999789518,12.0,4.654545454545455,16.0,0.735576923076923,20
13331,2.625,2,4.266666666666667,9,14.0,4.266666666666667,24.0,0.543918918918919,12.0,4.266666666666667,24.0,0.4425675675675676,11.0,4.266666666666667,14.555555555555555,0.7516198704103673,17
13332,2.3125,2,3.5636363636363635,7,11.0,3.5636363636363635,19.5,0.5293782087849401,7.0,3.5636363636363635,19.5,0.27837992013690815,8.0,3.5636363636363635,11.666666666666666,0.6709050112191475,12
13333,2.4375,2,3.2666666666666666,7,11.0,3.2666666666666666,19.5,0.5379876796714579,9.0,3.2666666666666666,19.5,0.41478439425051333,9.0,3.2666666666666666,11.666666666666666,0.8015873015873017,13
13334,2.6875,3,5.4,9,16.0,5.4,24.0,0.6236559139784945,12.0,5.4,24.0,0.4086021505376344,12.0,5.4,14.555555555555555,0.8300970873786407,19
13335,2.625,1,4.063492063492063,8,13.0,4.063492063492063,21.75,0.5618128786179044,10.0,4.063492063492063,21.75,0.3921920574377384,10.0,4.063492063492063,13.11111111111111,0.7666666666666667,14
13336,2.625,1,4.654545454545455,9,14.0,4.654545454545455,24.0,0.5347744360902256,11.0,4.654545454545455,24.0,0.37969924812030076,11.0,4.654545454545455,14.555555555555555,0.7418894103244236,18
13337,2.875,3,5.4,9,16.0,5.4,24.0,0.6236559139784945,13.0,5.4,24.0,0.4623655913978494,13.0,5.4,14.555555555555555,0.9393203883495146,21
13338,2.8125,2,5.4,9,15.0,5.4,24.0,0.5698924731182795,13.0,5.4,24.0,0.4623655913978494,12.0,5.4,14.555555555555555,0.8300970873786407,20
13339,2.8125,2,5.142857142857143,9,16.0,5.142857142857143,24.0,0.6287878787878788,13.0,5.142857142857143,24.0,0.4696969696969697,13.0,5.142857142857143,14.555555555555555,0.9409780775716696,19
13340,2.5,2,4.266666666666667,8,11.0,4.266666666666667,21.75,0.44232602478551,10.0,4.266666666666667,21.75,0.38512869399428024,9.0,4.266666666666667,13.11111111111111,0.6482412060301507,14
13341,2.75,2,4.063492063492063,8,13.0,4.063492063492063,21.75,0.5618128786179044,12.0,4.063492063492063,21.75,0.5052726048911824,10.0,4.063492063492063,13.11111111111111,0.7666666666666667,16
13342,2.75,3,5.142857142857143,8,14.0,5.142857142857143,21.75,0.5935483870967742,12.0,5.142857142857143,21.75,0.47311827956989244,11.0,5.142857142857143,13.11111111111111,0.8605577689243028,17
