truth_table,mean_certificate_size,anf_terms_degree_1,khrapchenko_product,decision_tree_leaf_count,target_NAND,lower_NAND,upper_NAND,position_NAND,target_NOR,lower_NOR,upper_NOR,position_NOR,target_AND_OR_NOT,lower_AND_OR_NOT,upper_AND_OR_NOT,position_AND_OR_NOT,exact_aon_cover_upper
30555,2.4375,1,3.5636363636363635,8,11.0,3.5636363636363635,21.75,0.46388402899275183,13.0,3.5636363636363635,21.75,0.5738565358660335,11.0,3.5636363636363635,13.11111111111111,0.8836225137537029,15
30556,2.4375,3,3.2666666666666666,7,9.0,3.2666666666666666,19.5,0.41478439425051333,11.0,3.2666666666666666,19.5,0.5379876796714579,8.0,3.2666666666666666,11.666666666666666,0.6825396825396827,14
30557,1.875,1,2.6181818181818177,6,7.0,2.6181818181818177,17.25,0.36781609195402304,10.0,2.6181818181818177,17.25,0.5728487107797453,7.0,2.6181818181818177,9.0,0.8433048433048433,9
30558,2.5,4,3.5636363636363635,8,12.0,3.5636363636363635,21.75,0.5188702824293927,12.0,3.5636363636363635,21.75,0.5188702824293927,9.0,3.5636363636363635,13.11111111111111,0.6741430385103682,14
30559,1.75,0,2.083333333333333,5,5.0,2.083333333333333,15.0,0.3032258064516129,11.0,2.083333333333333,15.0,0.767741935483871,6.0,2.083333333333333,7.0,1.0,7
30560,2.1875,1,3.0625,8,8.0,3.0625,21.75,0.3177257525083612,7.0,3.0625,21.75,0.26421404682274247,6.0,3.0625,9.0,0.6631578947368421,9
30561,2.4375,3,4.063492063492063,9,13.0,4.063492063492063,24.0,0.4984076433121019,11.0,4.063492063492063,24.0,0.3980891719745223,10.0,4.063492063492063,14.555555555555555,0.6611195158850227,17
30562,2.25,2,3.111111111111111,6,8.0,3.111111111111111,17.25,0.4165029469548134,8.0,3.111111111111111,17.25,0.4165029469548134,6.0,3.111111111111111,10.0,0.564516129032258,10
30563,2.25,2,3.2666666666666666,7,10.0,3.2666666666666666,19.5,0.4763860369609856,11.0,3.2666666666666666,19.5,0.5379876796714579,9.0,3.2666666666666666,11.666666666666666,0.8015873015873017,13
30564,2.25,2,3.111111111111111,6,8.0,3.111111111111111,17.25,0.4165029469548134,8.0,3.111111111111111,17.25,0.4165029469548134,6.0,3.111111111111111,10.0,0.564516129032258,10
30565,2.25,2,3.2666666666666666,7,10.0,3.2666666666666666,19.5,0.4763860369609856,11.0,3.2666666666666666,19.5,0.5379876796714579,9.0,3.2666666666666666,11.666666666666666,0.8015873015873017,13
30566,2.125,3,3.2666666666666666,5,8.0,3.2666666666666666,15.0,0.4886363636363636,7.0,3.2666666666666666,15.0,0.4034090909090909,5.0,3.2666666666666666,7.0,0.7321428571428571,7
30567,2.125,1,2.6181818181818177,6,10.0,2.6181818181818177,17.25,0.5728487107797453,9.0,2.6181818181818177,17.25,0.5045045045045046,7.0,2.6181818181818177,9.0,0.8433048433048433,9
30568,2.6875,1,5.142857142857143,10,13.0,5.142857142857143,26.25,0.4196277495769882,13.0,5.142857142857143,26.25,0.4196277495769882,10.0,5.142857142857143,16.0,0.5394736842105262,20
30569,2.875,3,6.666666666666667,11,17.0,6.666666666666667,28.5,0.5190839694656488,17.0,6.666666666666667,28.5,0.5190839694656488,14.0,6.666666666666667,17.444444444444443,0.7731958762886599,26
30570,2.5,2,4.266666666666667,8,11.0,4.266666666666667,21.75,0.44232602478551,12.0,4.266666666666667,21.75,0.49952335557673977,8.0,4.266666666666667,13.11111111111111,0.5351758793969849,15
30571,2.5625,2,4.654545454545455,9,13.0,4.654545454545455,24.0,0.4830827067669172,15.0,4.654545454545455,24.0,0.5864661654135338,11.0,4.654545454545455,14.555555555555555,0.7418894103244236,18
30572,2.5,2,4.266666666666667,8,11.0,4.266666666666667,21.75,0.44232602478551,12.0,4.266666666666667,21.75,0.49952335557673977,8.0,4.266666666666667,13.11111111111111,0.5351758793969849,15
30573,2.5625,2,4.654545454545455,9,13.0,4.654545454545455,24.0,0.4830827067669172,15.0,4.654545454545455,24.0,0.5864661654135338,11.0,4.654545454545455,14.555555555555555,0.7418894103244236,18
30574,2.375,3,3.5636363636363635,7,9.0,3.5636363636363635,19.5,0.4038790644609241,11.0,3.5636363636363635,19.5,0.5293782087849401,7.0,3.5636363636363635,11.666666666666666,0.5474943904263277,13
30575,2.3125,1,3.0,8,10.0,3.0,21.75,0.4266666666666667,12.0,3.0,21.75,0.5333333333333333,8.0,3.0,12.0,0.6666666666666666,12
30576,2.0,2,2.2857142857142856,7,5.0,2.2857142857142856,19.5,0.21576763485477177,5.0,2.2857142857142856,19.5,0.21576763485477177,4.0,2.2857142857142856,6.0,0.7307692307692307,6
30577,2.125,2,2.4,8,9.0,2.4,21.75,0.3927648578811369,8.0,2.4,21.75,0.3410852713178294,7.0,2.4,12.0,0.5833333333333334,12
30578,2.125,3,2.4,5,8.0,2.4,15.0,0.5238095238095238,7.0,2.4,15.0,0.4444444444444444,5.0,2.4,7.0,0.782608695652174,7
30579,1.5625,1,1.818181818181818,5,6.0,1.818181818181818,15.0,0.3931034482758621,7.0,1.818181818181818,15.0,0.4689655172413793,5.0,1.818181818181818,8.0,0.6764705882352942,8
30580,2.125,3,2.4,5,8.0,2.4,15.0,0.5238095238095238,7.0,2.4,15.0,0.4444444444444444,5.0,2.4,7.0,0.782608695652174,7
30581,1.5625,1,1.818181818181818,5,6.0,1.818181818181818,15.0,0.3931034482758621,7.0,1.818181818181818,15.0,0.4689655172413793,5.0,1.818181818181818,8.0,0.6764705882352942,8
30582,2.125,4,2.6181818181818177,6,11.0,2.6181818181818177,17.25,0.641192917054986,8.0,2.6181818181818177,17.25,0.4361602982292638,6.0,2.6181818181818177,8.0,0.8141891891891893,8
30583,1.25,0,1.3333333333333333,3,1.0,1.3333333333333333,10.5,0.07272727272727274,6.0,1.3333333333333333,10.5,0.6181818181818183,2.0,1.3333333333333333,3.0,1.0,3
30584,2.5,2,4.266666666666667,9,11.0,4.266666666666667,24.0,0.3918918918918919,12.0,4.266666666666667,24.0,0.4425675675675676,8.0,4.266666666666667,14.555555555555555,0.4600431965442765,18
30585,2.5625,2,4.654545454545455,10,13.0,4.654545454545455,26.25,0.432750999789518,15.0,4.654545454545455,26.25,0.5253630814565354,11.0,4.654545454545455,16.0,0.6474358974358975,21
30586,2.375,3,3.5636363636363635,7,10.0,3.5636363636363635,19.5,0.4666286366229321,11.0,3.5636363636363635,19.5,0.5293782087849401,7.0,3.5636363636363635,11.666666666666666,0.5474943904263277,13
30587,1.875,1,3.0,7,10.0,3.0,19.5,0.48484848484848486,12.0,3.0,19.5,0.6060606060606061,8.0,3.0,11.666666666666666,0.6923076923076924,12
30588,2.375,3,3.5636363636363635,7,10.0,3.5636363636363635,19.5,0.4666286366229321,11.0,3.5636363636363635,19.5,0.5293782087849401,7.0,3.5636363636363635,11.666666666666666,0.5474943904263277,13
30589,1.875,1,3.0,7,10.0,3.0,19.5,0.48484848484848486,12.0,3.0,19.5,0.6060606060606061,8.0,3.0,11.666666666666666,0.6923076923076924,12
30590,2.375,4,3.0,8,12.0,3.0,21.75,0.5333333333333333,11.0,3.0,21.75,0.48,8.0,3.0,13.11111111111111,0.5934065934065934,14
30591,1.4375,0,1.641025641025641,5,4.0,1.641025641025641,15.0,0.2514395393474088,10.0,1.641025641025641,15.0,0.7005758157389635,4.0,1.641025641025641,5.0,1.0,5
30592,2.25,1,3.111111111111111,7,9.0,3.111111111111111,19.5,0.4203389830508475,10.0,3.111111111111111,19.5,0.48135593220338985,7.0,3.111111111111111,11.0,0.619718309859155,11
30593,2.6875,3,4.0,9,12.0,4.0,24.0,0.45,13.0,4.0,24.0,0.5,11.0,4.0,14.555555555555555,0.7578947368421053,17
30594,2.4375,2,4.0,8,11.0,4.0,21.75,0.4507042253521127,12.0,4.0,21.75,0.5070422535211268,10.0,4.0,13.11111111111111,0.7682926829268293,16
30595,2.5625,2,4.063492063492063,8,9.0,4.063492063492063,21.75,0.3356517837110164,13.0,4.063492063492063,21.75,0.5618128786179044,10.0,4.063492063492063,13.11111111111111,0.7666666666666667,15
30596,2.4375,2,4.0,8,11.0,4.0,21.75,0.4507042253521127,12.0,4.0,21.75,0.5070422535211268,10.0,4.0,13.11111111111111,0.7682926829268293,16
30597,2.5625,2,4.063492063492063,8,9.0,4.063492063492063,21.75,0.3356517837110164,13.0,4.063492063492063,21.75,0.5618128786179044,10.0,4.063492063492063,13.11111111111111,0.7666666666666667,15
30598,2.6875,3,5.142857142857143,10,13.0,5.142857142857143,26.25,0.4196277495769882,15.0,5.142857142857143,26.25,0.5143824027072759,12.0,5.142857142857143,16.0,0.7236842105263157,21
30599,2.5,1,4.266666666666667,9,11.0,4.266666666666667,24.0,0.3918918918918919,14.0,4.266666666666667,24.0,0.543918918918919,10.0,4.266666666666667,14.555555555555555,0.654427645788337,18
30600,2.25,1,4.0,6,7.0,4.0,17.25,0.3018867924528302,9.0,4.0,17.25,0.4528301886792453,6.0,4.0,10.0,0.5,10
30601,2.625,3,5.142857142857143,8,12.0,5.142857142857143,21.75,0.47311827956989244,12.0,5.142857142857143,21.75,0.47311827956989244,10.0,5.142857142857143,13.11111111111111,0.7350597609561753,15
30602,2.375,2,4.063492063492063,7,9.0,4.063492063492063,19.5,0.38457583547557844,11.0,4.063492063492063,19.5,0.5141388174807198,8.0,4.063492063492063,11.666666666666666,0.6492693110647182,12
30603,2.5,2,4.266666666666667,7,9.0,4.266666666666667,19.5,0.37636761487964987,12.0,4.266666666666667,19.5,0.5733041575492341,9.0,4.266666666666667,11.666666666666666,0.7747747747747749,14
30604,2.375,2,4.063492063492063,7,9.0,4.063492063492063,19.5,0.38457583547557844,11.0,4.063492063492063,19.5,0.5141388174807198,8.0,4.063492063492063,11.666666666666666,0.6492693110647182,12
30605,2.5,2,4.266666666666667,7,9.0,4.266666666666667,19.5,0.37636761487964987,12.0,4.266666666666667,19.5,0.5733041575492341,9.0,4.266666666666667,11.666666666666666,0.7747747747747749,14
30606,2.625,3,4.266666666666667,9,11.0,4.266666666666667,24.0,0.3918918918918919,14.0,4.266666666666667,24.0,0.543918918918919,10.0,4.266666666666667,14.555555555555555,0.654427645788337,17
30607,2.375,1,3.5636363636363635,7,7.0,3.5636363636363635,19.5,0.27837992013690815,13.0,3.5636363636363635,19.5,0.6548773531089561,8.0,3.5636363636363635,11.666666666666666,0.6709050112191475,14
30608,2.4375,2,4.0,8,11.0,4.0,21.75,0.4507042253521127,12.0,4.0,21.75,0.5070422535211268,10.0,4.0,13.11111111111111,0.7682926829268293,16
30609,2.5625,2,4.063492063492063,8,9.0,4.063492063492063,21.75,0.3356517837110164,13.0,4.063492063492063,21.75,0.5618128786179044,10.0,4.063492063492063,13.11111111111111,0.7666666666666667,15
30610,2.75,3,5.142857142857143,10,13.0,5.142857142857143,26.25,0.4196277495769882,16.0,5.142857142857143,26.25,0.5617597292724197,13.0,5.142857142857143,16.0,0.8157894736842105,21
30611,2.5625,1,4.266666666666667,9,11.0,4.266666666666667,24.0,0.3918918918918919,15.0,4.266666666666667,24.0,0.5945945945945946,11.0,4.266666666666667,14.555555555555555,0.7516198704103673,18
30612,2.75,3,5.142857142857143,10,13.0,5.142857142857143,26.25,0.4196277495769882,16.0,5.142857142857143,26.25,0.5617597292724197,13.0,5.142857142857143,16.0,0.8157894736842105,21
30613,2.5625,1,4.266666666666667,9,11.0,4.266666666666667,24.0,0.3918918918918919,15.0,4.266666666666667,24.0,0.5945945945945946,11.0,4.266666666666667,14.555555555555555,0.7516198704103673,18
30614,2.875,4,6.666666666666667,11,17.0,6.666666666666667,28.5,0.5190839694656488,18.0,6.666666666666667,28.5,0.564885496183206,15.0,6.666666666666667,17.444444444444443,0.8659793814432991,26
30615,2.5625,0,4.654545454545455,10,11.0,4.654545454545455,26.25,0.3401389181225005,17.0,4.654545454545455,26.25,0.6179751631235529,12.0,4.654545454545455,16.0,0.735576923076923,20
30616,2.625,2,5.142857142857143,8,11.0,5.142857142857143,21.75,0.41290322580645156,13.0,5.142857142857143,21.75,0.5333333333333333,10.0,5.142857142857143,13.11111111111111,0.7350597609561753,15
30617,2.5,2,5.4,7,9.0,5.4,19.5,0.326241134751773,12.0,5.4,19.5,0.5390070921985816,9.0,5.4,11.666666666666666,0.7340425531914894,14
30618,2.6875,3,5.4,9,13.0,5.4,24.0,0.4623655913978494,15.0,5.4,24.0,0.5698924731182795,12.0,5.4,14.555555555555555,0.8300970873786407,19
30619,2.5,1,4.654545454545455,8,10.0,4.654545454545455,21.75,0.3711778782238766,14.0,4.654545454545455,21.75,0.60515820260569,10.0,4.654545454545455,13.11111111111111,0.7503583373148591,15
30620,2.6875,3,5.4,9,13.0,5.4,24.0,0.4623655913978494,15.0,5.4,24.0,0.5698924731182795,12.0,5.4,14.555555555555555,0.8300970873786407,19
30621,2.5,1,4.654545454545455,8,10.0,4.654545454545455,21.75,0.3711778782238766,14.0,4.654545454545455,21.75,0.60515820260569,10.0,4.654545454545455,13.11111111111111,0.7503583373148591,15
30622,2.8125,4,5.890909090909092,10,15.0,5.890909090909092,26.25,0.49653940611743685,17.0,5.890909090909092,26.25,0.594775619557937,13.0,5.890909090909092,16.0,0.802158273381295,22
30623,2.4375,0,4.083333333333334,8,10.0,4.083333333333334,21.75,0.3915094339622642,16.0,4.083333333333334,21.75,0.7311320754716982,10.0,4.083333333333334,13.11111111111111,0.7661538461538462,16
30624,2.25,1,3.0625,6,7.0,3.0625,17.25,0.34801762114537443,9.0,3.0625,17.25,0.4889867841409692,6.0,3.0625,10.0,0.5675675675675675,10
30625,2.625,3,4.063492063492063,8,12.0,4.063492063492063,21.75,0.5052726048911824,12.0,4.063492063492063,21.75,0.5052726048911824,10.0,4.063492063492063,13.11111111111111,0.7666666666666667,15
30626,2.25,2,3.111111111111111,6,7.0,3.111111111111111,17.25,0.34577603143418467,9.0,3.111111111111111,17.25,0.48722986247544203,7.0,3.111111111111111,10.0,0.7096774193548387,10
30627,2.4375,2,3.2666666666666666,7,9.0,3.2666666666666666,19.5,0.41478439425051333,12.0,3.2666666666666666,19.5,0.5995893223819302,9.0,3.2666666666666666,11.666666666666666,0.8015873015873017,14
30628,2.625,2,4.063492063492063,8,11.0,4.063492063492063,21.75,0.44873233116446043,13.0,4.063492063492063,21.75,0.5618128786179044,10.0,4.063492063492063,13.11111111111111,0.7666666666666667,15
30629,2.5,2,4.266666666666667,7,9.0,4.266666666666667,19.5,0.37636761487964987,12.0,4.266666666666667,19.5,0.5733041575492341,9.0,4.266666666666667,11.666666666666666,0.7747747747747749,14
30630,2.5,3,4.266666666666667,8,11.0,4.266666666666667,21.75,0.44232602478551,14.0,4.266666666666667,21.75,0.6139180171591992,10.0,4.266666666666667,13.11111111111111,0.7613065326633165,15
30631,2.375,1,3.5636363636363635,7,9.0,3.5636363636363635,19.5,0.4038790644609241,13.0,3.5636363636363635,19.5,0.6548773531089561,9.0,3.5636363636363635,11.666666666666666,0.7943156320119672,13
30632,2.375,1,4.063492063492063,7,8.0,4.063492063492063,19.5,0.3197943444730077,10.0,4.063492063492063,19.5,0.44935732647814913,7.0,4.063492063492063,11.0,0.5675057208237987,11
30633,2.6875,3,5.4,9,13.0,5.4,24.0,0.4623655913978494,13.0,5.4,24.0,0.4623655913978494,11.0,5.4,14.555555555555555,0.720873786407767,19
30634,2.125,2,3.2666666666666666,5,5.0,3.2666666666666666,15.0,0.23295454545454544,9.0,3.2666666666666666,15.0,0.5738636363636364,5.0,3.2666666666666666,8.0,0.5774647887323944,8
30635,2.3125,2,3.5636363636363635,7,9.0,3.5636363636363635,19.5,0.4038790644609241,12.0,3.5636363636363635,19.5,0.5921277809469481,8.0,3.5636363636363635,11.666666666666666,0.6709050112191475,12
30636,2.625,2,4.266666666666667,7,9.0,4.266666666666667,19.5,0.37636761487964987,13.0,4.266666666666667,19.5,0.6389496717724289,9.0,4.266666666666667,11.666666666666666,0.7747747747747749,13
30637,2.5625,2,4.654545454545455,8,11.0,4.654545454545455,21.75,0.42967295931933,14.0,4.654545454545455,21.75,0.60515820260569,10.0,4.654545454545455,13.11111111111111,0.7503583373148591,15
30638,2.375,3,3.5636363636363635,7,9.0,3.5636363636363635,19.5,0.4038790644609241,13.0,3.5636363636363635,19.5,0.6548773531089561,8.0,3.5636363636363635,11.666666666666666,0.6709050112191475,13
30639,2.25,1,3.0,6,7.0,3.0,17.25,0.3508771929824561,12.0,3.0,17.25,0.7017543859649122,7.0,3.0,9.0,0.8333333333333334,9
30640,2.25,2,3.111111111111111,7,7.0,3.111111111111111,19.5,0.2983050847457627,9.0,3.111111111111111,19.5,0.4203389830508475,8.0,3.111111111111111,11.666666666666666,0.6883116883116883,12
30641,2.4375,2,3.2666666666666666,7,9.0,3.2666666666666666,19.5,0.41478439425051333,12.0,3.2666666666666666,19.5,0.5995893223819302,9.0,3.2666666666666666,11.666666666666666,0.8015873015873017,14
30642,2.4375,3,3.2666666666666666,8,10.0,3.2666666666666666,21.75,0.41839495040577096,12.0,3.2666666666666666,21.75,0.5266005410279532,9.0,3.2666666666666666,13.0,0.6917808219178082,13
30643,1.875,1,2.6181818181818177,6,6.0,2.6181818181818177,17.25,0.2994718856787823,11.0,2.6181818181818177,17.25,0.641192917054986,7.0,2.6181818181818177,9.0,0.8433048433048433,9
30644,2.5625,3,4.266666666666667,9,11.0,4.266666666666667,24.0,0.3918918918918919,14.0,4.266666666666667,24.0,0.543918918918919,12.0,4.266666666666667,14.555555555555555,0.8488120950323976,18
30645,2.4375,1,3.5636363636363635,8,10.0,3.5636363636363635,21.75,0.40889777555611095,13.0,3.5636363636363635,21.75,0.5738565358660335,10.0,3.5636363636363635,13.11111111111111,0.7788827761320355,15
30646,2.5625,4,4.654545454545455,9,14.0,4.654545454545455,24.0,0.5347744360902256,16.0,4.654545454545455,24.0,0.638157894736842,12.0,4.654545454545455,14.555555555555555,0.8428892062844315,18
30647,1.875,0,3.0,7,9.0,3.0,19.5,0.42424242424242425,14.0,3.0,19.5,0.7272727272727273,9.0,3.0,11.666666666666666,0.8076923076923077,12
30648,2.5,2,4.266666666666667,7,9.0,4.266666666666667,19.5,0.37636761487964987,11.0,4.266666666666667,19.5,0.5076586433260394,9.0,4.266666666666667,11.666666666666666,0.7747747747747749,13
30649,2.5,2,4.654545454545455,8,11.0,4.654545454545455,21.75,0.42967295931933,13.0,4.654545454545455,21.75,0.5466631215102365,10.0,4.654545454545455,13.11111111111111,0.7503583373148591,15
30650,2.3125,3,3.5636363636363635,7,9.0,3.5636363636363635,19.5,0.4038790644609241,11.0,3.5636363636363635,19.5,0.5293782087849401,8.0,3.5636363636363635,11.666666666666666,0.6709050112191475,12
30651,1.75,1,3.0,5,6.0,3.0,15.0,0.3333333333333333,10.0,3.0,15.0,0.6666666666666666,6.0,3.0,8.0,0.8,8
30652,2.5625,3,4.654545454545455,8,11.0,4.654545454545455,21.75,0.42967295931933,14.0,4.654545454545455,21.75,0.60515820260569,10.0,4.654545454545455,13.11111111111111,0.7503583373148591,15
30653,2.5,1,4.083333333333334,9,11.0,4.083333333333334,24.0,0.397489539748954,15.0,4.083333333333334,24.0,0.598326359832636,11.0,4.083333333333334,14.555555555555555,0.7559681697612732,17
30654,2.4375,4,4.083333333333334,8,12.0,4.083333333333334,21.75,0.5047169811320755,14.0,4.083333333333334,21.75,0.6179245283018868,10.0,4.083333333333334,13.11111111111111,0.7661538461538462,16
30655,1.75,0,2.5641025641025643,6,8.0,2.5641025641025643,17.25,0.43823657791357484,13.0,2.5641025641025643,17.25,0.7786992579659537,7.0,2.5641025641025643,10.0,0.7310344827586207,10
30656,2.25,1,3.0625,6,7.0,3.0625,17.25,0.34801762114537443,9.0,3.0625,17.25,0.4889867841409692,6.0,3.0625,10.0,0.5675675675675675,10
30657,2.625,3,4.063492063492063,8,12.0,4.063492063492063,21.75,0.5052726048911824,12.0,4.063492063492063,21.75,0.5052726048911824,10.0,4.063492063492063,13.11111111111111,0.7666666666666667,15
30658,2.625,2,4.063492063492063,8,11.0,4.063492063492063,21.75,0.44873233116446043,13.0,4.063492063492063,21.75,0.5618128786179044,10.0,4.063492063492063,13.11111111111111,0.7666666666666667,15
30659,2.5,2,4.266666666666667,7,9.0,4.266666666666667,19.5,0.37636761487964987,12.0,4.266666666666667,19.5,0.5733041575492341,9.0,4.266666666666667,11.666666666666666,0.7747747747747749,14
30660,2.25,2,3.111111111111111,6,7.0,3.111111111111111,17.25,0.34577603143418467,9.0,3.111111111111111,17.25,0.48722986247544203,7.0,3.111111111111111,10.0,0.7096774193548387,10
30661,2.4375,2,3.2666666666666666,7,9.0,3.2666666666666666,19.5,0.41478439425051333,12.0,3.2666666666666666,19.5,0.5995893223819302,9.0,3.2666666666666666,11.666666666666666,0.8015873015873017,14
30662,2.5,3,4.266666666666667,8,11.0,4.266666666666667,21.75,0.44232602478551,14.0,4.266666666666667,21.75,0.6139180171591992,10.0,4.266666666666667,13.11111111111111,0.7613065326633165,15
30663,2.375,1,3.5636363636363635,7,9.0,3.5636363636363635,19.5,0.4038790644609241,13.0,3.5636363636363635,19.5,0.6548773531089561,9.0,3.5636363636363635,11.666666666666666,0.7943156320119672,13
30664,2.375,1,4.063492063492063,7,8.0,4.063492063492063,19.5,0.3197943444730077,10.0,4.063492063492063,19.5,0.44935732647814913,7.0,4.063492063492063,11.0,0.5675057208237987,11
30665,2.6875,3,5.4,9,13.0,5.4,24.0,0.4623655913978494,13.0,5.4,24.0,0.4623655913978494,11.0,5.4,14.555555555555555,0.720873786407767,19
30666,2.625,2,4.266666666666667,7,9.0,4.266666666666667,19.5,0.37636761487964987,13.0,4.266666666666667,19.5,0.6389496717724289,9.0,4.266666666666667,11.666666666666666,0.7747747747747749,13
30667,2.5625,2,4.654545454545455,8,11.0,4.654545454545455,21.75,0.42967295931933,14.0,4.654545454545455,21.75,0.60515820260569,10.0,4.654545454545455,13.11111111111111,0.7503583373148591,15
30668,2.125,2,3.2666666666666666,5,5.0,3.2666666666666666,15.0,0.23295454545454544,9.0,3.2666666666666666,15.0,0.5738636363636364,5.0,3.2666666666666666,8.0,0.5774647887323944,8
30669,2.3125,2,3.5636363636363635,7,9.0,3.5636363636363635,19.5,0.4038790644609241,12.0,3.5636363636363635,19.5,0.5921277809469481,8.0,3.5636363636363635,11.666666666666666,0.6709050112191475,12
30670,2.375,3,3.5636363636363635,7,9.0,3.5636363636363635,19.5,0.4038790644609241,13.0,3.5636363636363635,19.5,0.6548773531089561,8.0,3.5636363636363635,11.666666666666666,0.6709050112191475,13
30671,2.25,1,3.0,6,7.0,3.0,17.25,0.3508771929824561,12.0,3.0,17.25,0.7017543859649122,7.0,3.0,9.0,0.8333333333333334,9
30672,2.25,2,3.111111111111111,7,7.0,3.111111111111111,19.5,0.2983050847457627,9.0,3.111111111111111,19.5,0.4203389830508475,8.0,3.111111111111111,11.666666666666666,0.6883116883116883,12
30673,2.4375,2,3.2666666666666666,7,9.0,3.2666666666666666,19.5,0.41478439425051333,12.0,3.2666666666666666,19.5,0.5995893223819302,9.0,3.2666666666666666,11.666666666666666,0.8015873015873017,14
30674,2.5625,3,4.266666666666667,9,11.0,4.266666666666667,24.0,0.3918918918918919,14.0,4.266666666666667,24.0,0.543918918918919,12.0,4.266666666666667,14.555555555555555,0.8488120950323976,18
30675,2.4375,1,3.5636363636363635,8,10.0,3.5636363636363635,21.75,0.40889777555611095,13.0,3.5636363636363635,21.75,0.5738565358660335,10.0,3.5636363636363635,13.11111111111111,0.7788827761320355,15
30676,2.4375,3,3.2666666666666666,8,10.0,3.2666666666666666,21.75,0.41839495040577096,12.0,3.2666666666666666,21.75,0.5266005410279532,9.0,3.2666666666666666,13.0,0.6917808219178082,13
30677,1.875,1,2.6181818181818177,6,6.0,2.6181818181818177,17.25,0.2994718856787823,11.0,2.6181818181818177,17.25,0.641192917054986,7.0,2.6181818181818177,9.0,0.8433048433048433,9
30678,2.5625,4,4.654545454545455,9,14.0,4.654545454545455,24.0,0.5347744360902256,16.0,4.654545454545455,24.0,0.638157894736842,12.0,4.654545454545455,14.555555555555555,0.8428892062844315,18
30679,1.875,0,3.0,7,9.0,3.0,19.5,0.42424242424242425,14.0,3.0,19.5,0.7272727272727273,9.0,3.0,11.666666666666666,0.8076923076923077,12
30680,2.5,2,4.266666666666667,7,9.0,4.266666666666667,19.5,0.37636761487964987,11.0,4.266666666666667,19.5,0.5076586433260394,9.0,4.266666666666667,11.666666666666666,0.7747747747747749,13
30681,2.5,2,4.654545454545455,8,11.0,4.654545454545455,21.75,0.42967295931933,13.0,4.654545454545455,21.75,0.5466631215102365,10.0,4.654545454545455,13.11111111111111,0.7503583373148591,15
30682,2.5625,3,4.654545454545455,8,11.0,4.654545454545455,21.75,0.42967295931933,14.0,4.654545454545455,21.75,0.60515820260569,10.0,4.654545454545455,13.11111111111111,0.7503583373148591,15
30683,2.5,1,4.083333333333334,9,11.0,4.083333333333334,24.0,0.397489539748954,15.0,4.083333333333334,24.0,0.598326359832636,11.0,4.083333333333334,14.555555555555555,0.7559681697612732,17
30684,2.3125,3,3.5636363636363635,7,9.0,3.5636363636363635,19.5,0.4038790644609241,11.0,3.5636363636363635,19.5,0.5293782087849401,8.0,3.5636363636363635,11.666666666666666,0.6709050112191475,12
30685,1.75,1,3.0,5,6.0,3.0,15.0,0.3333333333333333,10.0,3.0,15.0,0.6666666666666666,6.0,3.0,8.0,0.8,8
30686,2.4375,4,4.083333333333334,8,12.0,4.083333333333334,21.75,0.5047169811320755,14.0,4.083333333333334,21.75,0.6179245283018868,10.0,4.083333333333334,13.11111111111111,0.7661538461538462,16
30687,1.75,0,2.5641025641025643,6,8.0,2.5641025641025643,17.25,0.43823657791357484,13.0,2.5641025641025643,17.25,0.7786992579659537,7.0,2.5641025641025643,10.0,0.7310344827586207,10
30688,2.375,1,3.111111111111111,7,8.0,3.111111111111111,19.5,0.3593220338983051,10.0,3.111111111111111,19.5,0.48135593220338985,7.0,3.111111111111111,11.0,0.619718309859155,11
30689,2.6875,3,4.266666666666667,9,13.0,4.266666666666667,24.0,0.49324324324324326,14.0,4.266666666666667,24.0,0.543918918918919,11.0,4.266666666666667,14.555555555555555,0.7516198704103673,19
30690,2.5,2,3.2666666666666666,7,8.0,3.2666666666666666,19.5,0.35318275154004103,11.0,3.2666666666666666,19.5,0.5379876796714579,8.0,3.2666666666666666,10.0,0.8514851485148515,10
30691,2.5,2,3.5636363636363635,8,10.0,3.5636363636363635,21.75,0.40889777555611095,13.0,3.5636363636363635,21.75,0.5738565358660335,10.0,3.5636363636363635,13.11111111111111,0.7788827761320355,14
30692,2.5,2,3.2666666666666666,7,8.0,3.2666666666666666,19.5,0.35318275154004103,11.0,3.2666666666666666,19.5,0.5379876796714579,8.0,3.2666666666666666,10.0,0.8514851485148515,10
30693,2.5,2,3.5636363636363635,8,10.0,3.5636363636363635,21.75,0.40889777555611095,13.0,3.5636363636363635,21.75,0.5738565358660335,10.0,3.5636363636363635,13.11111111111111,0.7788827761320355,14
30694,2.375,3,3.5636363636363635,7,10.0,3.5636363636363635,19.5,0.4666286366229321,12.0,3.5636363636363635,19.5,0.5921277809469481,8.0,3.5636363636363635,11.666666666666666,0.6709050112191475,13
30695,2.375,1,3.0,8,10.0,3.0,21.75,0.4266666666666667,13.0,3.0,21.75,0.5866666666666667,10.0,3.0,13.11111111111111,0.7912087912087913,14
30696,2.625,1,4.266666666666667,9,11.0,4.266666666666667,24.0,0.3918918918918919,13.0,4.266666666666667,24.0,0.49324324324324326,9.0,4.266666666666667,14.555555555555555,0.5572354211663068,15
30697,2.8125,3,5.890909090909092,10,16.0,5.890909090909092,26.25,0.5456575128376869,16.0,5.890909090909092,26.25,0.5456575128376869,13.0,5.890909090909092,16.0,0.802158273381295,21
